Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,2.95,3.19,3.25,2.5,2.64,2.23,2.32,1.8,1.79,1.35,2.35,1.74,1.46,
Valle d'Aosta/Vallée d'Aoste,,,,1.61,1.97,3.49,1.8,1.5,1.27,1.01,0.81,1.18,0.76,1.94,1.51,1.07,
Lombardia,,,,1.83,1.56,1.68,1.71,1.6,1.59,1.3,1.25,1.24,1.07,1.35,1.12,1.1,
Trentino-Alto Adige,,,,3.43,4.29,4.67,3.21,2.5,4.05,2.79,1.84,1.82,1.98,3.56,1.89,1.73,
Veneto,,,,2.67,2.62,2.49,2.58,2.02,1.68,2.23,1.55,1.68,1.45,1.75,1.54,1.71,
Friuli-Venezia Giulia,,,,2.79,2.39,2.11,1.57,1.57,1.71,1.76,0.92,1.01,0.89,1.34,1.03,0.95,
Liguria,,,,2.82,3.69,3.68,2.41,2.75,2.12,1.67,1.56,2.23,1.44,2.16,1.92,1.8,
Emilia-Romagna,,,,2.65,2.88,1.83,2.1,1.46,1.86,1.84,1.42,1.32,1.05,1.1,1.19,1.31,
Toscana,,,,3.94,4.97,4.01,3.11,2.59,2.41,2.33,2.05,1.61,1.49,1.59,1.65,1.61,
Umbria,,,,3.77,3.31,2.78,2.03,2.12,2.04,2.24,1.76,1.67,1.64,1.54,1.44,1.53,
Marche,,,,4.33,3.28,2.75,2.32,2.12,2.02,1.78,2.02,1.93,1.56,1.68,1.55,1.84,
Lazio,,,,4.89,5.23,3.96,3.4,3.22,2.93,2.79,3.04,2.67,2.24,2.74,2.37,2.51,
Abruzzo,,,,4.38,5.7,3.45,3.31,2.77,3.01,2.33,3.25,2.43,2.14,2.09,2.49,2.18,
Molise,,,,4.19,4.27,2.87,3.75,2.66,3.73,1.84,2.05,1.81,1.06,1.3,1.34,1.3,
Campania,,,,5.02,4.51,4.96,4.79,3.96,4.1,4.28,4.32,3.89,4.29,4.03,4.6,4.85,
Puglia,,,,4.68,3.54,3.5,3.12,3.29,2.8,2.42,2.67,2.65,2.76,2.69,3.06,2.62,
Basilicata,,,,2.78,3.41,3.15,3.64,2.77,3.38,2.18,4.24,2.28,1.39,1.47,1.74,1.46,
Calabria,,,,7.75,8.04,8.5,7.51,5.29,4.95,3.87,3.61,3.53,3.43,4.16,4.48,4.25,
Sicilia,,,,6.18,4.68,5.64,5.55,4.17,4.43,3.55,4.21,4.38,4.85,4.2,5.08,4.41,
Sardegna,,,,6.17,6.74,6.51,7.04,3.74,4.59,3.92,3.91,3.17,3.17,3.15,2.91,2.4,
Italia,,,,3.91,3.81,3.6,3.29,2.76,2.72,2.48,2.42,2.39,2.12,2.37,2.36,2.24,
