Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,1.63624921334,1.5625,2.2770398482,3.47336306031,3.70238519046,5.65674255692,6.55196145905,7.63349364903,11.2281857096,11.7418431012,12.8894496749,11.8831043159,12.4076662008,12.0785815367
Valle d'Aosta/Vallée d'Aoste,,,,0.0,0.0,2.81690140845,3.44827586207,5.59440559441,12.5,11.320754717,22.0408163265,32.3170731707,31.4868804665,19.8717948718,18.6495176849,21.6718266254,21.4285714286
Lombardia,,,,0.808625336927,1.73535791757,2.28983688833,2.52365930599,2.79743849006,3.3940397351,3.92792792793,4.47957221258,5.74370208105,6.48953301127,6.42413078517,7.17411632691,7.60613912697,8.03702223998
Trentino-Alto Adige,,,,1.06382978723,0.66889632107,4.72103004292,4.57697642164,4.0,4.19407894737,4.08299866131,6.23885918004,9.43595150237,9.9081681972,10.3825136612,11.8543607113,12.3482628715,11.8829337094
Veneto,,,,1.05438401776,1.26818351361,1.51265126513,2.55603617774,2.9484029484,3.99498886414,4.30190339971,4.31758910461,6.3642406115,7.22037986132,7.16237998458,7.32368252157,7.9869600652,8.07166489793
Friuli-Venezia Giulia,,,,1.6548463357,1.45867098865,1.69902912621,2.700270027,2.62096774194,3.62694300518,5.1010587103,5.0975177305,8.6017430845,9.64310226493,10.736497545,11.737854581,11.0807113543,11.9741100324
Liguria,,,,0.219298245614,1.06707317073,3.66699702676,5.44369873229,5.18697225573,7.54017305315,7.34200743494,8.90382192356,12.0443173695,13.8193343899,14.6401225115,13.3697964145,14.4597126796,13.660646146
Emilia-Romagna,,,,0.857908847185,0.778065950352,1.24584717608,3.17757009346,3.41493840636,4.61608085684,5.41369997545,5.63801506424,7.04267681827,9.6694892106,11.123480048,11.0394140216,11.5136391016,11.940519346
Toscana,,,,0.430107526882,0.286327845383,1.0945709282,2.13546880214,2.53100480891,4.03877221325,5.05219985086,5.17458320226,6.80481657799,8.88888888889,10.3582021446,11.4921995951,11.87299234,11.512345679
Umbria,,,,0.0,0.228310502283,0.736377025037,0.996677740864,1.64083865087,2.26244343891,3.40751043115,6.95457094784,7.77044184865,9.45252352438,10.4183109708,12.1224009415,12.11745244,11.2495673243
Marche,,,,0.0,0.340715502555,0.981595092025,1.62393162393,1.8954248366,3.13460356484,3.78327884166,5.9942124845,9.05539772727,9.67432950192,10.5906921241,11.8073687264,10.9707241911,12.3407444417
Lazio,,,,0.380589914367,0.762388818297,1.46341463415,1.41749130784,1.33699005828,2.00034788659,2.75334608031,3.22963923094,4.2095790421,4.80124850822,5.21428571429,5.99875211694,6.07449856734,7.1511582862
Abruzzo,,,,0.983606557377,4.92424242424,5.39811066127,6.00985221675,6.05413105413,7.39795918367,7.84671532847,7.62987012987,9.48616600791,9.99361430396,10.4432301154,11.4868982328,10.8880571623,12.5065963061
Molise,,,,6.06060606061,6.06060606061,4.41176470588,7.28155339806,7.91139240506,9.375,8.6,8.36575875486,10.0182149362,14.201183432,15.5072463768,19.4214876033,14.2857142857,15.911872705
Campania,,,,0.297619047619,1.06194690265,2.18163368848,3.6838790932,4.06714009038,6.45224553834,7.2593005434,7.96091049934,9.5797212773,10.66087308,11.7273252455,11.445612042,10.5303760849,10.2685081925
Puglia,,,,0.31847133758,1.8675721562,3.85375494071,4.38222763238,5.70483670938,6.95956454121,8.29625752421,8.91544117647,10.7783168108,12.4765478424,13.7658771026,12.5628140704,12.0859760395,11.0458107294
Basilicata,,,,0.0,0.769230769231,2.0,3.68271954674,3.96825396825,5.79150579151,6.63058186739,7.19178082192,11.8371212121,12.8899835796,13.8256087981,13.6745607334,14.3081761006,13.2554945055
Calabria,,,,0.0,1.72413793103,1.92926045016,2.33196159122,2.68022181146,5.41259982254,5.54171855542,5.99400599401,7.5277663513,9.17926565875,9.44130127298,8.54012246213,7.23727693325,7.19339622642
Sicilia,,,,0.0,1.52963671128,1.69300225734,3.67952522255,4.27208627126,5.359056806,6.56589513462,6.87679083095,8.07980049875,10.8053302433,12.1704685152,10.9207984546,11.2235133288,9.13898149213
Sardegna,,,,1.93548387097,3.0303030303,2.7397260274,3.40030911901,5.0051072523,5.95238095238,8.35857056329,10.0529100529,9.11680911681,10.5658709107,9.97849462366,10.7535986452,9.76579761379,10.2650242628
Italia,,,,0.816449954642,1.3926418624,2.06041149861,2.93193937989,3.20636122681,4.36115348297,5.09411609846,5.69795918367,7.68066721121,8.91118415928,9.51330999018,9.76198714067,9.81967797516,9.98128665219
