Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,3.7037037037,5.48748002131,4.6439628483,4.70886075949,4.34565434565,2.99429657795,5.57917109458,4.63439752832,4.92610837438,,5.29075309819,3.66155368629,4.06947890819,,,,
Valle d'Aosta/Vallée d'Aoste,3.84615384615,2.04081632653,3.84615384615,3.77358490566,1.85185185185,1.69491525424,1.85185185185,3.50877192982,1.72413793103,,3.33333333333,3.38983050847,3.50877192982,,,,
Lombardia,6.2258577596,5.7745187901,7.09137409905,6.02714515758,5.56325023084,5.60401221108,6.47836807891,5.09249183896,4.72869906298,,4.45448676566,6.40831348777,5.69447362891,,,,
Trentino-Alto Adige,3.9603960396,4.02010050251,3.55329949239,4.96453900709,4.36781609195,3.29411764706,2.92682926829,4.14746543779,3.55555555556,,2.77185501066,4.09836065574,4.08163265306,,,,
Veneto,3.35448776065,4.48631673396,3.86323268206,3.94045534151,4.49585333915,4.1955017301,3.85467434648,3.87858347386,4.58417849899,,3.87123064385,4.22875553766,4.11405295316,,,,
Friuli-Venezia Giulia,4.0780141844,4.09982174688,2.16216216216,4.48598130841,4.79846449136,3.9586919105,3.53982300885,2.39726027397,2.18487394958,,4.4776119403,3.02521008403,3.300330033,,,,
Liguria,12.5,9.55414012739,8.10372771475,9.84375,11.7252931323,12.46105919,11.8314424635,10.3503184713,9.23566878981,,7.40740740741,7.65832106038,9.19540229885,,,,
Emilia-Romagna,3.95791583166,3.58083201685,4.43324937028,3.56783919598,3.86352232815,2.405002405,3.84241245136,3.40962167212,3.36053768603,,3.00925925926,2.60392873458,3.65965233303,,,,
Toscana,6.62042875158,6.83076923077,6.76268002505,6.11620795107,5.81542351454,4.98550724638,4.30825242718,5.7210965435,5.07701083856,,6.08028335301,5.88571428571,4.8433048433,,,,
Umbria,5.40540540541,3.93700787402,6.46900269542,3.69393139842,5.0,5.28967254408,3.29113924051,3.9312039312,3.16301703163,,3.57142857143,2.81690140845,2.0316027088,,,,
Marche,2.04724409449,2.84431137725,2.3598820059,2.25669957687,3.45323741007,2.46020260492,1.87050359712,2.19178082192,2.05198358413,,1.82841068917,2.10249671485,3.00261096606,,,,
Lazio,4.7099869167,5.21920668058,5.10460251046,6.625,4.76588628763,5.19532823198,6.57672849916,5.19159456119,5.21989313605,,5.56420233463,4.60704607046,6.15501519757,,,,
Abruzzo,1.8115942029,1.25673249551,2.12014134276,2.83185840708,1.72413793103,2.36486486486,2.28471001757,1.93548387097,2.74914089347,,2.21088435374,2.63157894737,2.73504273504,,,,
Molise,0.8,1.65289256198,1.5503875969,0.819672131148,1.53846153846,0.78125,0.826446280992,0.724637681159,0.699300699301,,1.52671755725,2.27272727273,2.98507462687,,,,
Campania,8.96076352068,8.62152946907,5.2139695032,8.6323957323,6.76730869339,10.2436598707,6.12348178138,6.60514813016,6.66351606805,,7.74253731343,6.38606676343,7.01590271282,,,,
Puglia,5.48823948681,5.72226099093,4.12999322952,4.01146131805,5.5078683834,5.35158680772,4.0404040404,4.36962750716,5.35714285714,,6.14312856238,3.62416107383,4.49438202247,,,,
Basilicata,3.40425531915,5.36585365854,3.94736842105,2.33644859813,5.06912442396,2.25225225225,1.82648401826,2.95358649789,1.21457489879,,2.58620689655,1.96850393701,2.13675213675,,,,
Calabria,3.7851037851,2.28136882129,4.4776119403,2.25165562914,3.42105263158,2.60223048327,3.45285524568,2.1978021978,1.4652014652,,2.35571260306,2.16836734694,3.63196125908,,,,
Sicilia,2.20820189274,1.84599156118,1.92708333333,0.952380952381,2.58953168044,2.11193241816,1.73010380623,2.38473767886,0.972862263185,,1.33049494412,2.48783126014,1.59793814433,,,,
Sardegna,2.49584026622,4.03225806452,3.50609756098,3.37268128162,2.78745644599,2.44648318043,2.94573643411,2.1021021021,3.44311377246,,2.25035161744,1.8387553041,3.3946251768,,,,
Italia,4.95246607622,5.05091320511,4.82700557271,4.91048183602,4.8276422104,4.71941228509,4.79145678017,4.40020141767,4.29678595851,,4.45453521972,4.37010247137,4.62932026581,,,,
