Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,79.0294388224,80.8052779664,81.8655235936,82.3536821553,81.977185902,85.1372320289,86.8445769242,89.4745940464,91.0821834592,90.9769135196,90.303030303,90.9251190369,90.0754331187,89.8111078859,,,
Valle d'Aosta/Vallée d'Aoste,77.5729646697,81.8429661941,82.7859569649,83.9809674861,83.0474670921,85.2479085901,85.43845535,90.4474002418,90.7673860911,90.6044284859,89.8301776303,90.8280007756,90.6238040566,92.5735013364,,,
Lombardia,76.0179814266,78.217705941,79.1363007094,79.6825581938,79.1550599099,82.103537185,84.2496082671,86.7547392077,88.070466521,87.473731423,85.8229205876,86.4791667679,86.5966865588,86.8503252666,,,
Trentino-Alto Adige,66.1472357491,67.089426432,66.8791579784,69.4553508507,68.6589633005,69.922979229,74.0512353598,72.9604657006,74.8535809906,77.5324567932,74.8989909244,75.7290965929,76.4193573304,88.9430213527,,,
Veneto,78.4730386355,80.3462954587,81.5888048625,82.2832728442,82.1074317826,83.4263728911,85.5649800136,88.9666727988,89.2545152739,88.68631467,88.326765672,89.3769486667,89.3927384478,89.4594173119,,,
Friuli-Venezia Giulia,87.4053670114,89.2574631682,90.0833301184,90.7731885673,89.7756336945,91.1002548853,93.5059597205,96.804822576,96.6252729559,96.5422249647,95.4283618476,95.4815948313,94.6125172478,95.2620947173,,,
Liguria,91.0512944938,93.0873821886,94.5411749532,94.3032354272,93.7877851058,93.646193096,96.2760305992,97.9373934053,98.1426278377,97.0995776762,94.5095390849,94.731541408,94.694471387,95.0105286846,,,
Emilia-Romagna,85.4866166242,87.917009204,88.9757613724,89.9380290869,90.3239699171,91.572532021,93.6989019712,96.1994278709,97.4893418598,96.2556891426,94.8479868529,96.2629256731,96.8895810284,96.7992309189,,,
Toscana,87.4199500093,89.4909756548,90.8843639267,91.2841955141,91.4320497127,92.2339262308,93.2034599057,96.450104243,96.5718839476,95.8010060235,95.7222788788,96.4890991919,97.1882885409,97.7420599545,,,
Umbria,92.4766248575,94.8556642294,95.2641255056,95.9845270776,95.8819316554,94.5687397921,95.5490320533,98.2054805594,100.106073381,99.2235941123,99.8082998083,97.8045812834,98.686918688,100.203596878,,,
Marche,90.0754763672,90.6541336004,92.3124966778,92.9253960845,93.5822242274,94.5708480009,95.5637038218,98.8659184879,99.1382246243,98.7201604223,99.3834482961,99.4765075576,100.557947207,100.769057412,,,
Lazio,87.5281263203,90.4490438772,92.1868066723,93.5300391042,92.7532261878,95.0302321493,97.6814799762,100.738140031,101.020908331,100.807059465,99.6127011923,99.7203936419,96.4460498718,96.4785392902,,,
Abruzzo,87.4402983169,89.7976446953,90.8547713355,92.4326801561,92.7707434392,93.6492742028,93.5962667907,96.4391028505,96.7052230979,97.499924469,97.3944691478,96.4931597762,96.88684353,97.3631930648,,,
Molise,84.4891299131,87.8354467709,89.3523876617,90.7710460165,87.6234777609,91.7490171076,93.4856083733,95.1151971644,96.5381810021,98.0845969673,99.5052674466,98.3889661567,99.7961798276,100.171780595,,,
Campania,70.8100867821,73.9818000609,75.2052832365,76.6929831105,77.1503242431,79.4649749191,83.4546318338,87.1192561817,88.9975984129,89.4517690582,90.6307147786,90.6196637159,91.4019446834,93.0911722142,,,
Puglia,70.4533187729,73.7160298558,75.7807172591,76.889568154,77.7741374164,79.6715497128,84.2749183401,87.9989702766,89.4212843919,90.5118809908,91.8138574431,91.7824012991,93.324828719,94.36276235,,,
Basilicata,85.0816011786,88.9923408329,91.0609037328,92.0281831907,92.5151839943,92.9084264275,94.684147795,97.2050277064,98.8730919711,100.633781093,102.772616836,102.005176484,103.298001037,104.78978493,,,
Calabria,74.6089263163,77.2843661797,79.3115701537,80.0407583524,83.0191721286,84.4852419546,87.4693844725,90.3437857565,91.6675496087,92.6626630456,94.7529552502,94.5227752948,94.1176470588,95.7363329364,,,
Sicilia,70.4029777926,73.5543555541,75.2555919282,77.043544353,76.9210936563,79.4186789436,85.0716204118,88.3941249556,89.7457993615,89.8649616792,90.7213672166,90.947355096,90.8392875177,90.5667533593,,,
Sardegna,84.9277233467,88.2678845826,90.9751101732,91.549022327,88.5916165378,89.1248251817,92.6725902874,94.0286581793,94.4978632479,96.569741533,97.3958752689,98.0138287886,100.676069472,101.133550956,,,
Italia,78.2649885509,80.7941420473,82.1712976153,83.1585988596,83.1288546508,85.0661763209,88.0451549596,91.0033860767,92.1037817259,92.1831595477,92.1065144536,92.4252389511,92.5173126074,93.2080802297,,,
