Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,22.1723091486,22.2708758982,23.9609628984,23.9954097347,24.5399447849,24.4226075955,24.7037711797,22.4563177341,,,,,,
Valle d'Aosta/Vallée d'Aoste,,,,21.5964869053,20.6448119802,19.8616029584,21.1076197381,20.8031205857,23.0638263592,27.0725068671,22.2335305622,,,,,,
Lombardia,,,,24.4167583744,24.03256557,24.0580276222,25.1505034073,28.5260662333,26.2282147778,25.5656413042,27.0298289062,,,,,,
Trentino-Alto Adige,,,,26.3733440686,26.558863625,27.9886768808,28.8888087538,31.1406103797,31.909660057,31.8645020658,29.8487322025,,,,,,
Veneto,,,,23.2648836683,23.3913484013,25.6929154909,26.2272361823,27.3870347134,24.8107312199,26.5106882325,23.1998491126,,,,,,
Friuli-Venezia Giulia,,,,23.3042736234,24.8570060044,24.0731103647,23.8387540494,26.2670464582,25.6144399888,25.7794109829,27.434630622,,,,,,
Liguria,,,,21.3094211859,20.6722794684,17.9581066116,21.0361781433,19.9291820396,20.0958749074,19.6799368055,22.0224891772,,,,,,
Emilia-Romagna,,,,24.4005086997,23.2875344213,26.4055395131,25.1580769315,27.8790293437,25.7958921967,28.1116655878,27.7287272248,,,,,,
Toscana,,,,20.2979596656,21.6864695122,21.0582355158,21.501586556,21.5709185537,23.4938858055,22.3346929181,21.9574143745,,,,,,
Umbria,,,,20.9524677061,19.6256729741,21.8393961927,22.1874058781,22.9229626513,19.952182233,21.4210871368,20.8900855996,,,,,,
Marche,,,,21.2222145964,20.3022813215,22.0511133537,22.7266063691,23.2103373656,22.1250966692,24.0301454408,21.4712789757,,,,,,
Lazio,,,,18.0806707503,19.2297780459,16.841726155,18.0222030146,19.7306195255,17.6232998552,18.9153709466,20.2602718545,,,,,,
Abruzzo,,,,14.4443005849,20.762286904,18.6129799812,18.0905095731,19.0024168989,21.7153986665,18.4771180045,18.792824064,,,,,,
Molise,,,,15.8090301051,17.5594864584,17.2471244158,16.3158270098,17.6106657245,18.5803017442,18.0911291753,17.6774152328,,,,,,
Campania,,,,14.678808732,17.2146912108,15.651878029,17.1605882804,17.950983966,14.493230305,17.049919533,14.6662471665,,,,,,
Puglia,,,,15.0609951172,17.2817748621,16.0683668569,21.0703231344,17.40617248,17.7336057432,16.8763407051,15.3042205542,,,,,,
Basilicata,,,,15.8822111045,17.8350731441,21.4862341909,21.4980224496,15.7030836818,19.7384108985,15.8368412507,18.9065693744,,,,,,
Calabria,,,,15.7947074518,14.4100342898,16.0146472595,18.099585886,17.9358712619,20.619886343,14.3343560636,22.2657927671,,,,,,
Sicilia,,,,14.5202483028,13.3046303821,16.6709983409,15.9507908237,18.4832484966,17.8757287646,15.9849932863,13.7458803842,,,,,,
Sardegna,,,,14.749687564,18.9141743218,18.1799829646,19.7568788035,19.4943952902,17.8594601849,17.4500168107,18.3192492852,,,,,,
Italia,,,,21.1809202279,21.4670074306,22.1873840513,22.7347612438,24.0714795379,22.9933787144,23.1621365409,22.4964741498,,,,,,
