Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,,,,,,,85.6968123795,,,89.349703074,,,
Valle d'Aosta/Vallée d'Aoste,,,,,,,,,,,64.2242302489,,,66.7415754792,,,
Lombardia,,,,,,,,,,,75.1764654321,,,80.531622063,,,
Trentino-Alto Adige,,,,,,,,,,,111.475547656,,,113.602652288,,,
Veneto,,,,,,,,,,,76.4794223666,,,79.1677940391,,,
Friuli-Venezia Giulia,,,,,,,,,,,74.2665047124,,,77.2709345241,,,
Liguria,,,,,,,,,,,60.8259367114,,,61.0790577124,,,
Emilia-Romagna,,,,,,,,,,,77.5793204336,,,81.586011599,,,
Toscana,,,,,,,,,,,103.422305482,,,108.736173154,,,
Umbria,,,,,,,,,,,71.9496477551,,,73.3221695569,,,
Marche,,,,,,,,,,,50.4884980436,,,52.5238122586,,,
Lazio,,,,,,,,,,,64.3414930626,,,65.4024557592,,,
Abruzzo,,,,,,,,,,,51.4322930521,,,53.7808563211,,,
Molise,,,,,,,,,,,84.7668842317,,,90.5741480445,,,
Campania,,,,,,,,,,,85.5147811178,,,88.6151866415,,,
Puglia,,,,,,,,,,,58.4926991883,,,60.9041586388,,,
Basilicata,,,,,,,,,,,61.0584456707,,,64.0633980424,,,
Calabria,,,,,,,,,,,43.474394768,,,49.936264605,,,
Sicilia,,,,,,,,,,,43.4268990765,,,47.3278166378,,,
Sardegna,,,,,,,,,,,87.3613945881,,,94.5311860127,,,
Italia,,,,,,,,,,,72.2819288665,,,75.8629458278,,,
