Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,,60.7266111126,60.8202485844,62.2866710056,62.8983393648,63.0913038303,62.9979867865,63.7931622426,64.145084647,,,,
Valle d'Aosta/Vallée d'Aoste,,,,,,64.601704699,67.4868536102,68.4241560611,68.3364349126,67.0585514866,66.1478120812,66.8568098874,67.8825945162,,,,
Lombardia,,,,,,62.2552658771,63.203702341,65.207770204,66.656325389,65.9482745959,66.1781047924,66.7457855925,66.1040125216,,,,
Trentino-Alto Adige,,,,,,68.7542263674,68.9224153697,70.1467466777,69.7642166922,70.1109158413,68.8814717069,69.7578832346,69.7080737477,,,,
Veneto,,,,,,64.0809945464,64.2013179374,65.1139146538,66.2381204241,65.7801025262,65.8847758311,67.0223979192,66.7628365332,,,,
Friuli-Venezia Giulia,,,,,,63.6650570558,64.5707079443,64.9966028224,64.8558709478,64.2098823553,64.1333668937,66.1923751795,66.2195873435,,,,
Liguria,,,,,,55.0694324936,56.9502891712,58.2101604466,57.8511522105,56.9046756071,56.2057575268,57.2128771759,59.1571680872,,,,
Emilia-Romagna,,,,,,70.3001137997,70.736034181,72.3616549274,72.8012945804,71.2399668516,71.3283778712,72.5658079971,73.0894334275,,,,
Toscana,,,,,,61.4848400915,62.2932043639,63.8293525476,65.7036617788,65.1648181205,64.3800591587,65.5901663007,65.459569227,,,,
Umbria,,,,,,57.5235791704,58.6441975684,59.1802311263,59.7080876566,59.6466662424,58.7943027493,59.2727809618,60.6240280628,,,,
Marche,,,,,,61.8786121288,62.9528218569,64.3218084899,65.57711572,65.6671294879,65.9800844888,66.0990855411,65.9861384823,,,,
Lazio,,,,,,52.1706195282,53.0447570325,55.8784412916,57.9113228582,58.4291048067,57.9259713338,58.0410162186,59.3792326681,,,,
Abruzzo,,,,,,51.2220513883,53.2986055583,53.613943479,53.5989074804,51.4128484834,51.6934025399,52.2250676813,52.5328634876,,,,
Molise,,,,,,46.9590644679,47.6668339187,47.7574750831,47.1051276746,47.864462437,47.010671519,47.8210939861,48.3785042019,,,,
Campania,,,,,,34.6413412519,35.5588074279,37.0636606091,37.5003759371,37.0393705008,37.0246384489,37.3830676137,37.9443108575,,,,
Puglia,,,,,,39.2832207834,39.9207555863,40.6176452772,40.6406153118,40.8502987481,39.733146894,40.215181313,41.0612940101,,,,
Basilicata,,,,,,44.0871794937,44.3105394332,45.0821448697,45.4141069644,45.6120143987,44.4724285049,44.9193073268,45.4223508761,,,,
Calabria,,,,,,33.2870143733,34.8504637112,35.7909134645,36.6684736167,36.4882166767,35.6272771949,35.8000819637,35.6378039411,,,,
Sicilia,,,,,,34.2949551604,35.311682007,36.1956107899,36.0356139206,36.5445470728,35.8948180065,37.0766541898,37.382721023,,,,
Sardegna,,,,,,41.9271339828,42.7450439326,43.7339115598,43.3716468421,42.5183447837,42.9852503214,43.0606406152,43.7366661802,,,,
Italia,,,,,,52.8618373511,53.6713234018,55.1007579518,55.8847359362,55.5837386271,55.2988697831,56.0219924228,56.3916839847,,,,
