Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,,,,22.4041130053,26.9237523656,28.8763284722,55.0582138527,86.5187098003,,,,,
Valle d'Aosta/Vallée d'Aoste,,,,,,,,43.3785947475,44.0289937394,41.0145850687,45.6252076193,92.3493709554,,,,,
Lombardia,,,,,,,,25.1311317722,43.2944106328,44.0779472495,51.0907027419,81.7535032859,,,,,
Trentino-Alto Adige,,,,,,,,21.4246922759,21.5313553505,22.4167650537,24.3463804656,52.8223873654,,,,,
Veneto,,,,,,,,39.2828950973,45.5361410417,53.7927563637,61.8897566215,85.0781660425,,,,,
Friuli-Venezia Giulia,,,,,,,,32.6308915788,39.4322478058,46.9038934123,56.3690946856,73.067727438,,,,,
Liguria,,,,,,,,8.1515472753,9.99812361355,49.1133304709,65.4244899909,91.1017112428,,,,,
Emilia-Romagna,,,,,,,,25.2274495037,37.0708122691,41.9891377975,50.000251831,80.6373836751,,,,,
Toscana,,,,,,,,24.2601739714,27.875906459,33.0771013101,41.9979050007,79.6914281636,,,,,
Umbria,,,,,,,,44.9033549626,45.5616110025,61.8658902376,84.020416767,94.2925992837,,,,,
Marche,,,,,,,,26.9164509271,28.396736767,36.2693299758,47.1086488368,83.610236787,,,,,
Lazio,,,,,,,,52.1915680589,53.3515010805,54.8694328872,59.235688787,80.0037339951,,,,,
Abruzzo,,,,,,,,5.43345073852,22.2690080416,26.3589058816,35.7886629663,70.6714532195,,,,,
Molise,,,,,,,,8.13855971966,10.3745814819,21.69439913,35.5473975671,76.7529770773,,,,,
Campania,,,,,,,,24.3390466379,26.846555699,25.0261768228,28.7279483485,61.4962841232,,,,,
Puglia,,,,,,,,25.7492518453,28.958429609,32.5319635568,39.2710528724,70.8362346612,,,,,
Basilicata,,,,,,,,20.0388683141,21.2799071218,21.9817250445,62.1396031687,92.1118519618,,,,,
Calabria,,,,,,,,1.93098606801,8.28764311113,17.3687747568,20.3609004498,52.6869553203,,,,,
Sicilia,,,,,,,,10.1478064596,21.4174569285,28.1548465343,42.8845298936,62.8063598899,,,,,
Sardegna,,,,,,,,6.84163860576,19.8988336455,31.6457687295,43.5803418853,71.8443977895,,,,,
Italia,,,,,,,,25.1774791879,32.776103217,37.6816178547,47.4649028104,76.0617947637,,,,,
