Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,6.73771183547,6.47720474089,6.77513880369,6.31283034747,5.60389729488,4.93639574791,4.32193668381,4.62147593325,4.1875036481,4.32176122203,3.34433068935,3.24653598574,3.4600973495,4.04113879083,6.08119358167,6.96000418541,6.87601241588
Valle d'Aosta/Vallée d'Aoste,15.6716389858,14.4685945336,14.8233976749,15.9876802249,15.1525155782,14.8632692579,14.89357705,13.3288469058,4.52647538832,2.1575562701,2.48365192122,2.38058904319,2.35389677603,2.53578658184,3.51134870684,3.87068063892,5.14309286934
Lombardia,4.64751319675,4.62416617201,4.28832727135,3.74892402538,3.46786198738,2.98051309391,2.67704587376,2.66578128509,2.58175954836,2.88429444764,3.14850496601,2.87051367947,2.62094581652,2.95116602357,4.59545803647,4.90414040835,5.09120774371
Trentino-Alto Adige,3.49823026786,3.34423195964,2.99548916099,2.64060266934,2.63135531687,2.01921348122,1.6021745634,1.90075763474,1.60553688779,1.92320479362,2.30877942947,1.86875369079,1.92851520621,2.11544333507,2.59115027048,2.95111794234,3.49250814767
Veneto,4.4700279805,4.142920776,4.25619656541,3.85278943935,3.71864736783,3.14145152562,3.07003547913,3.05782599027,2.44999642664,2.52702819239,2.91765710031,2.35898086335,2.04196121319,2.34407945791,3.57272817908,4.51625057077,3.98504920161
Friuli-Venezia Giulia,4.1565062947,3.75276517518,3.91520449348,3.14882870042,3.54551315749,2.40126397925,2.19636837293,2.29974417685,3.21491677233,2.57114798048,3.23240698961,2.5014134094,2.4269658482,2.67881218964,4.46299162262,5.05384672588,4.14356823886
Liguria,12.8171995775,11.7379226927,11.6360160011,12.3234520358,11.4278404966,10.4762630508,8.7806467164,8.867812218,4.86223008805,4.0204101621,3.22305192445,3.40977899872,4.15051821722,3.99258826618,4.64150819363,5.85101366263,5.75180350817
Emilia-Romagna,3.13794017656,2.80042339036,2.89012315048,3.16547162761,2.23754325697,2.31311496805,2.29944964207,1.85002692013,2.03454821206,2.66146062924,2.69511299865,2.62560434988,2.05550860443,2.35163066306,4.18579186243,4.64031589412,4.51064986481
Toscana,3.87408416364,3.87773648067,3.59107890151,3.36565031891,3.05084578145,2.75740793794,1.50776861072,1.73186045687,2.86997116008,3.63334442227,3.73821882231,3.13664945466,2.79832867521,3.27897958755,4.20410709482,5.01116545711,5.37332872425
Umbria,8.3519640905,8.90267965976,7.25239846141,7.23865472819,7.05628606378,6.0609880094,5.98029091838,7.22873627431,4.38954478899,3.75188325524,4.13772033935,2.64164010322,2.74517016256,3.23550272453,4.69645666399,5.14206014574,5.20826375401
Marche,6.19528570947,5.41369680834,5.45374004367,4.98048559888,4.96157596291,4.65863757568,4.48037857918,5.41522103027,3.07931878394,3.80468203687,3.35960092167,3.16208955604,2.72221223422,3.86706558995,6.1784733157,4.9013244666,5.37517043946
Lazio,8.15669290616,8.51507964523,8.23611970873,8.6186526882,8.20965209712,7.7454407583,7.43649311432,5.19492175273,6.59371628935,6.26386945566,6.4267331588,6.05000277527,5.12341265992,5.87785869957,6.81946113604,8.36176175444,8.12940008202
Abruzzo,11.6259042048,11.2413889267,11.5302902688,11.9545812491,12.1033191944,10.4704735447,8.77441573219,9.3953659443,6.4732897443,5.50728292219,4.49108247141,4.60851171209,3.88429543329,5.12717628248,6.4572916298,7.04280704073,7.05514378246
Molise,8.96920118658,9.03452587237,9.22066303835,10.2559757138,9.69397363676,7.82449576022,6.59737024704,6.22765500623,7.76377752592,8.90901501407,8.24327660994,7.1961084968,6.35971880674,6.91931195683,7.82906678594,7.7193334775,8.89039460234
Campania,14.7663657411,15.0460490228,15.1934352341,14.8148904256,15.1459130274,14.9499831551,13.200101235,11.9105926578,12.4954855716,12.3353387391,11.8801036518,10.2601613917,9.53362642029,10.4394580215,11.4092668873,12.3524484963,13.7419362211
Puglia,12.8159404684,13.1721425297,14.6710417413,15.9041665546,13.9504290718,12.1177626706,10.9371852403,10.6734998761,11.7108684352,12.1077164691,11.5545130526,10.3183899589,8.95863211499,9.37883397025,10.7810926833,12.054251466,11.0646913443
Basilicata,14.4983173883,15.1036695364,14.6551711122,14.1131210127,13.8518177606,12.7816704364,13.0532681489,12.3423399946,10.1999426111,9.41061498552,8.55157705785,7.94477618261,6.27664734471,8.70744555038,9.61392158815,11.2852057869,11.2434333636
Calabria,13.14852688,14.5200489327,13.9489898107,15.7759236678,17.038220407,15.8681100924,15.0628768057,14.2260070949,12.9874321549,11.8774934952,12.2286480518,11.1875114914,9.38805526471,10.0567692371,9.92160952718,10.803606958,12.2435029281
Sicilia,18.6870344753,19.1910173837,19.4737826546,19.7321225124,19.6243649207,19.0226858433,17.4241793305,16.8531255345,15.8907321908,13.8494034129,13.3925618749,11.185326426,10.6194443559,11.9247265621,12.4389129025,13.3025459374,12.821553088
Sardegna,11.2565872728,11.1945329947,11.1296326583,11.7629617449,12.3417450001,11.8268786718,10.822721626,10.2699079965,10.4450814429,11.2871963742,9.83941398377,8.49822742293,7.18538929903,9.83227931018,11.4582687385,13.5557262342,12.7810785387
Italia,8.6524039037,8.69560694129,8.75457795867,8.81893240717,8.47706801208,7.85441636646,7.08809177102,6.71195566017,6.47639228909,6.35767442928,6.17886926977,5.43211494698,4.88779657852,5.51196536203,6.76405381898,7.55155545686,7.56344791174
