Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,,,,,,,,,,,,,
Valle d'Aosta/Vallée d'Aoste,,,,,,,,,,,,,,,,,
Lombardia,,,,,,,,,,,,,,,,,
Trentino-Alto Adige,,,,,,,,,,,,,,,,,
Veneto,77.3046403331,74.1909686736,72.2044986308,67.8109554935,73.5141049532,77.2720565956,76.8247443713,75.6214594754,80.9329450744,79.3235125602,96.6190600961,103.324668017,114.088860443,120.594968372,98.8112148762,95.6977316002,
Friuli-Venezia Giulia,90.970520051,47.8555298997,42.6527593951,85.4207833736,73.951169641,101.047077815,82.1550793478,78.3342055439,86.9427875009,57.102132627,129.933161928,139.929157992,139.022197323,116.919547802,129.709312114,153.048032947,
Liguria,396.112628819,521.247238239,733.156081609,546.944226722,459.15034475,440.917195079,444.561896118,460.188447525,525.307659117,521.213092505,551.689663173,541.635425847,546.187028001,447.221189865,540.821961901,458.194943414,
Emilia-Romagna,51.3084817874,48.2536799689,54.6385644454,56.9601852513,56.8929674454,53.5414571405,56.8176544284,65.0661418341,65.4428305131,74.8580391669,87.0900161484,85.7225828489,82.910533934,78.8356936402,120.800286436,64.2255743891,
Toscana,195.051573007,202.708010141,185.401268682,175.583182909,187.387438486,163.48785063,149.484281738,167.123643549,159.73613059,161.289106882,195.409898477,184.457659137,256.873967142,141.405843261,198.690378045,211.259616382,
Umbria,,,,,,,,,,,,,,,,,
Marche,30.5873182682,,,33.6296652969,68.4842296916,61.918165772,51.0535814,50.4537297799,59.2186197493,53.8907338156,64.7906591079,63.3037152514,102.466074122,115.053763785,111.505215524,102.236023294,
Lazio,79.5315433866,96.3603131926,88.7910522413,100.46623312,76.5306446282,62.9408937719,61.9201461408,62.3344032085,63.2242527831,61.4083325704,72.9956169177,73.4880977981,84.5355550882,59.434351589,53.7755144811,62.6979701953,
Abruzzo,,,41.5047900382,38.2196394971,41.4969517745,46.7399741678,47.000351471,51.2512900965,54.5111715471,53.4904888193,54.8907904118,58.8292855657,63.8166607436,58.8140575974,52.75251508,60.7131188872,
Molise,,7.83634318231,106.650650111,34.629023123,17.6844500507,22.3148025984,21.1628903238,19.1772899734,36.0547900875,19.47160724,10.736552282,21.5791107693,29.4687882268,25.2546237491,8.29017322284,15.2278870643,
Campania,61.4646273001,73.373199366,94.0300035478,101.174232688,100.337819085,86.8849104376,85.6896246172,97.3972315376,121.245852688,107.867281409,110.578946391,116.789098736,128.344956897,111.06123593,126.075193699,146.856369628,
Puglia,85.70476981,69.6347968207,129.778067885,102.390002109,82.0290831286,118.582958259,110.073551181,115.150774101,148.894332474,143.790162159,194.899126932,194.01391925,193.202062502,186.719063717,138.624272193,160.88943101,
Basilicata,,,,,,,,,,,,,,,,,
Calabria,23.5056068142,60.3841879409,98.3656373033,93.103633706,79.5429829725,99.4850408812,107.331422706,122.837803693,124.740477713,128.789714784,142.875010308,153.012854322,246.601879943,150.547179376,177.122397269,356.443537809,
Sicilia,238.434917833,273.027699907,278.694409939,295.860647209,307.49383938,274.720020571,254.231563043,306.325086465,332.763584286,340.472795311,410.741909533,374.458597222,402.525684454,358.430896623,325.580780318,446.994036497,
Sardegna,581.8889598,830.631330451,838.698092338,759.487049733,753.74199016,528.724707222,498.133108283,537.470865716,558.312176997,562.718711701,573.536971724,624.752980284,720.155305468,880.735178555,760.099509333,648.927509756,
Italia,106.094185956,119.800098418,131.475908889,120.939971544,116.258226233,104.716080234,100.752055861,108.095927236,117.729325098,115.986421903,135.761029609,134.052221,149.924967354,132.648611161,131.291567957,143.028015625,
