Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,6.00586355512,6.05747811288,6.10774618871,6.2752002713,6.21592406788,5.91019080838,5.66944006452,5.56205749087,5.22663744404,5.20838053228,5.29519610486,5.29480119726,
Valle d'Aosta/Vallée d'Aoste,,,,,14.3868314937,14.8043340906,14.4785552412,14.5187991231,15.5122188056,15.0350664642,14.3625690003,14.3917095904,14.4302683678,14.097420195,13.213113319,13.0550960682,
Lombardia,,,,,3.8625542652,3.72669601279,3.81756505417,3.9129782971,4.10225909331,3.96466275476,3.82986331295,3.91044103452,3.74828108756,3.59214699764,3.41822103764,3.28892641854,
Trentino-Alto Adige,,,,,8.93219077918,9.2129091898,9.44955176216,9.17929605929,9.70323211874,9.49605112501,9.42762352176,15.1499280141,14.7851374585,13.7636251176,13.3632210721,8.77270785698,
Veneto,,,,,3.02535752569,3.06441211128,3.02835201799,3.26015671533,3.17518891818,3.34071771984,3.30156594421,3.40475712889,3.44355096083,3.40584045614,3.46145044331,3.44250760994,
Friuli-Venezia Giulia,,,,,5.3385169806,5.36049017295,5.50913444333,5.40181838138,5.39232294481,5.46874616235,5.6397458714,5.65336276253,5.92228707776,5.52841040635,5.78230106287,5.65015100126,
Liguria,,,,,8.17670266099,7.92141110705,7.97843919245,8.33060461663,8.5601863798,8.51960689699,8.5048262351,8.61661908907,9.4083151788,9.03255995961,8.55521195408,8.28601697775,
Emilia-Romagna,,,,,5.14537928347,4.9570301842,5.1079151509,5.00994891163,5.094975838,4.97179970789,4.95735515157,4.80571831931,4.91908406299,4.83298636708,4.8018621933,4.75443463651,
Toscana,,,,,4.71977963917,4.45468276843,4.4658306365,4.64157019578,4.6188182415,4.62310261229,4.51442392435,4.58782320521,4.80103269936,4.95550461312,4.83648303714,4.73178120198,
Umbria,,,,,9.76926355355,10.0798310106,10.5287054133,10.5038027112,10.6014495027,11.1416306293,11.4760927182,11.8067311518,10.7530057711,10.4146451274,10.4353140419,11.2775477503,
Marche,,,,,7.69307819043,7.68145914639,7.91569584167,8.35363246288,8.41925520466,8.46486810225,8.17127650894,8.10813406012,8.63400451119,8.24826256246,8.05056592386,8.07909299292,
Lazio,,,,,4.62148974881,4.67956922672,4.74782208817,4.85620482228,4.83829758347,4.93332000953,4.64211104709,4.73762402723,5.20552914205,5.08607461179,5.02696303248,4.96803733459,
Abruzzo,,,,,10.2575312521,10.2152146009,10.41430226,9.96484251397,9.93900998588,10.3415638078,10.5006787511,10.9385981519,11.5034609529,12.3723129647,13.6736464,13.7164376685,
Molise,,,,,20.9243685508,21.3642055083,20.6118548776,20.2158271494,20.2792333704,19.6939106708,18.7172092507,17.8344024815,17.3856564932,18.3909643435,18.7255431116,18.7459273194,
Campania,,,,,10.3842241812,9.98615990631,10.6073741944,10.844907584,10.3583217617,9.91242570734,9.93584099697,9.83418875554,9.84199485801,9.21715869869,9.44729779689,9.66589641216,
Puglia,,,,,7.31226610993,7.10952922614,7.43336302604,7.34771444618,7.65700831634,8.01274444881,7.85878939904,7.52335423408,7.10117007686,7.16696609548,7.11007038185,6.9119001219,
Basilicata,,,,,25.5207727398,25.2586024399,23.7994317619,23.1470343047,22.5991910323,23.4042979914,22.1946884039,21.179339752,21.5750091181,21.4590021371,20.1716230569,20.1020732701,
Calabria,,,,,16.4830196374,15.9171666486,16.0452639914,16.0777542282,16.2277734233,16.4513572475,16.2048830908,15.7526947184,16.2988261947,16.6161775233,16.8800823405,17.2087682204,
Sicilia,,,,,9.69285754342,10.1697324174,8.87828138874,8.10235183767,7.88923927342,7.59793899817,7.4641143096,7.22563313236,7.28064918308,7.18323775704,7.06005217577,6.83566544542,
Sardegna,,,,,4.60287028536,7.90080935019,5.19694429163,4.72993869617,4.51796869787,4.44517700565,4.72922407387,5.10491202697,5.29252812258,5.40896660313,5.04638015259,5.17840953472,
Italia,,,,,6.8560768829,6.89128353477,6.86493988455,6.8770163302,6.87199823698,6.84104187227,6.69893088173,6.67300051361,6.71763829579,6.5954867193,6.53838963819,6.46033636301,
