Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,30.4787106086,,28.7548449612,29.6260554885,31.316553727,32.2267991277,30.9400444115,32.3832923833,34.2718446602,,34.0985174558,32.9195512055,35.9341445956,37.1374675784,34.083978419,37.3106501981,
Valle d'Aosta/Vallée d'Aoste,42.1052631579,,41.3793103448,40.8695652174,38.7931034483,40.1709401709,40.8695652174,40.5172413793,36.4406779661,,33.8983050847,44.5378151261,42.1487603306,41.8032786885,46.3414634146,45.9677419355,
Lombardia,34.0299547196,,33.0258302583,34.5632183908,33.1499942707,34.0712003651,35.0103615013,34.2351598174,37.5140860942,,37.71340456,37.1864776445,35.2198519808,37.8756867392,36.5233127528,38.5492556224,
Trentino-Alto Adige,47.4226804124,,43.8278595696,43.6445444319,45.6790123457,47.8260869565,47.9375696767,47.3509933775,46.8271334792,,53.1182795699,53.5106382979,51.8947368421,52.1739130435,48.2088024565,55.8494404883,
Veneto,31.6565278428,,35.2517985612,34.1378510095,33.3563218391,34.1960604672,35.6010112618,38.1590909091,37.3875899281,,39.3511366144,37.3301183691,37.876802097,38.2182052937,39.5976027397,42.5545435289,
Friuli-Venezia Giulia,31.5424610052,,29.1083916084,31.037489102,31.0645724258,29.7391304348,31.1072056239,32.9545454545,34.375,,36.660929432,35.8555460017,32.64604811,35.3492333901,37.4894692502,34.9957734573,
Liguria,25.7924176507,,27.1984924623,26.0759493671,26.3924050633,28.1609195402,25.2281616688,29.8165137615,27.7013752456,,26.6276041667,28.8633461047,29.4945617402,29.2729591837,27.621483376,30.1020408163,
Emilia-Romagna,30.1595605545,,32.1932114883,32.0,32.4520476931,32.8692962104,35.7235984355,33.2385629362,35.5708110857,,32.4210002488,34.4870210136,33.7518463811,35.6536502547,36.7890568755,36.5143263083,
Toscana,26.9028103044,,29.9531066823,28.1698389458,27.6689090377,29.2056074766,30.3387334315,32.2760646109,32.0069706651,,30.4497278717,33.115406481,29.9630786708,30.7606263982,33.0541596873,35.4910096819,
Umbria,27.9156327543,,21.4374225527,26.2437810945,27.9156327543,28.6945812808,27.7227722772,27.0807453416,30.525030525,,31.2424607961,31.1904761905,30.6413301663,31.0588235294,32.2843822844,32.1428571429,
Marche,28.1003584229,,25.5349500713,26.0992907801,29.1103202847,28.199718706,30.303030303,30.243902439,31.5644383184,,31.4111261872,29.3880295898,29.4157152451,32.0830542532,32.16875412,32.416502947,
Lazio,27.1929824561,,26.3710156405,29.2168080489,28.3356258597,28.813225743,32.3553217321,30.6494031964,29.9838904551,,33.7156416848,31.4814814815,29.1351963746,31.8079940232,29.4279933787,34.4507196211,
Abruzzo,24.8982912937,,23.6393176279,24.5542949757,27.199354318,21.9101123596,29.2383292383,26.0517799353,28.9621882542,,28.8553259141,28.7073750991,29.1009463722,26.1645962733,30.9946029298,30.9523809524,
Molise,19.4357366771,,19.3146417445,17.4050632911,21.6300940439,22.1518987342,21.6129032258,23.3226837061,22.3642172524,,23.2484076433,23.0769230769,24.7588424437,26.2820512821,22.0447284345,26.0450160772,
Campania,16.9233556804,,18.4158415842,18.6355475763,17.4234234234,20.6337774577,21.8221494817,18.8775510204,22.5794797688,,22.3039655482,21.8006085556,20.9792709078,21.018766756,21.1367673179,21.1610154447,
Puglia,20.0050838841,,21.0913705584,21.6937945066,21.9543147208,24.1467142129,24.3783645219,25.2959341225,24.6736626568,,25.7637474542,24.1484494154,22.6822453645,25.0949607496,23.7806419004,24.9936820824,
Basilicata,16.7512690355,,16.9204737733,18.3673469388,18.1972789116,19.1452991453,20.6896551724,23.0240549828,23.7024221453,,24.3944636678,23.9583333333,28.125,24.347826087,27.0506108202,26.9230769231,
Calabria,21.7629482072,,21.4643931795,22.2110552764,21.2808875441,20.6757438225,21.9298245614,22.3021582734,24.2331288344,,24.5487364621,22.5872689938,23.4715025907,23.6260914227,24.8329048843,26.5159301131,
Sicilia,16.602080359,,17.5285016287,17.7990235964,20.8614002858,20.5253512523,21.0570294548,21.163469558,20.7910540485,,21.5289256198,22.049689441,22.1028713076,21.2600041042,22.4712171053,22.9017032629,
Sardegna,24.8288736777,,24.9688667497,24.7815230961,25.0312891114,26.1170547514,28.7066246057,29.9874529486,26.625,,31.0861423221,28.0996884735,30.9894212819,28.4210526316,28.2114320836,31.1193111931,
Italia,26.5227601156,0.0,26.8235548508,27.4065807474,27.5474072077,28.3998923091,29.6359602866,29.5744295545,30.6440325157,0.0,31.2597448618,30.7967313585,30.1976118251,31.2644437108,31.0853020864,32.9427105674,
