Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,67.1383082191,67.2454490183,63.8809022435,66.9100907513,67.7210078318,62.0340288544,59.9411788006,60.0152022336,55.5663723286,58.165442159,55.459937357,55.2419532033,52.1022523314,46.3407816497,44.8918243606,45.24725394,
Valle d'Aosta/Vallée d'Aoste,60.7388316151,55.5838739574,54.0972222222,53.8003663004,60.5199025183,61.9112165368,59.3376764387,56.2842892768,56.5729827743,53.0772686433,51.2446873103,46.3834902825,44.7604790419,41.3869793773,40.7248157248,37.0974487662,
Lombardia,64.2055640557,58.9252401977,60.2759352842,69.0485231681,66.4749054109,67.3495200452,64.1003321305,63.0462586759,58.1925210278,63.8912781696,60.8659627224,59.9246228767,58.6743098582,55.3071448413,54.6763855921,55.2374757289,
Trentino-Alto Adige,62.2348601291,63.6687720386,65.7139316839,67.1686391696,61.2738619677,65.0123304562,62.6592846472,55.3785651863,50.4837662338,59.2618200975,57.4629940727,52.4429443909,51.934259656,47.7259512888,47.5664763587,47.6128401499,
Veneto,63.8337896731,59.0852100399,63.6810486073,62.8049500381,63.7043252314,69.6795514749,64.5326765901,64.3260226337,59.5498818362,64.6295969158,60.593909455,58.9578230898,59.7238147238,53.9379848194,53.1946804271,53.8033282905,
Friuli-Venezia Giulia,56.774795892,57.3848164688,57.3479083625,57.2154954099,62.4913324535,62.471074595,58.1053309233,56.2483775505,53.8571696873,57.0637522769,55.7561710511,53.1939119321,51.0640214381,49.0781451162,49.7523266286,49.9023767995,
Liguria,58.376106652,56.5123453689,58.0670084256,55.4929897904,65.4497227415,60.614621896,63.0845057597,59.2401231668,53.8826799467,58.0452193949,55.7196934724,55.8819178639,53.7694614023,47.8138483666,47.1820999002,46.807458603,
Emilia-Romagna,61.547997595,58.534039179,57.0821536768,63.1318323392,65.311314365,68.045613589,65.0999345963,65.4524918042,59.7751910731,65.8791600543,63.6748196525,62.2650950283,60.6535032231,55.6046355391,55.1129782342,54.3088273019,
Toscana,64.5907312049,59.6247204495,60.2921584196,59.9430110939,61.9968594232,62.3308778439,58.417798977,48.2870349822,54.3070094077,60.0534439938,58.5385460644,57.3068499358,56.375254433,51.4701741017,49.2975077796,49.4001447632,
Umbria,66.9210351692,66.6515151515,66.5755504935,68.4128500327,61.0563976302,65.8872020895,63.0293037548,61.8543187132,51.7380145125,57.4447679397,57.5063987526,54.3420381805,53.9016998287,49.8825440097,48.6095050879,49.7685720898,
Marche,45.0592406291,49.9193638083,52.4473898384,53.4926570205,54.7780991843,56.3007438378,47.0201227737,50.3006247358,43.4772425638,51.9328136302,50.4630459461,50.3062744882,49.6198934281,45.2958836721,45.0705822326,46.2647129474,
Lazio,58.9194257177,58.3468968275,60.4778702343,76.0432694382,75.9058713755,73.3155100071,69.8781875376,67.9214998074,65.7234428973,70.9889664156,69.3436117958,68.2657276614,65.4418468836,57.7224602235,56.1295359302,58.0292898819,
Abruzzo,51.3593856444,51.5493916974,52.2943013981,49.758822036,54.1728985941,52.7684832262,49.5509250943,49.0663073073,42.9791934357,49.9184623078,47.2822207265,47.1081241352,46.8498483884,44.4101832758,44.6579554189,45.5781262068,
Molise,33.5690711928,36.1405634656,36.9851007888,39.9895269681,44.1893076249,43.6646499568,38.861249309,37.1223286662,36.4775892631,40.2273288856,36.7566848477,42.2164827424,39.0099009901,37.4840357599,40.206185567,41.8063520071,
Campania,50.2679374056,52.0345984236,47.7143703886,48.2420361623,57.8763957367,59.2593525887,66.276365008,62.9256587833,58.1981562487,57.8188791603,53.9309451234,52.7267574932,49.8574516219,47.7146856818,44.8508297032,44.7905767998,
Puglia,59.6093199273,61.1809978769,62.8099436358,58.7024023533,60.4181532753,57.4040431091,58.9478657096,59.5127447933,50.258290731,57.426679281,55.3041167538,53.8611437792,53.4943868304,50.89791421,50.4091031176,51.0921704147,
Basilicata,40.0630150267,42.0710571924,39.3825838687,41.5269354263,38.7148670389,44.1964730497,38.1360078278,37.0053209179,25.0599132068,35.243902439,32.6201301596,32.8380503145,33.4169054441,29.9249668972,28.835390631,32.1000779644,
Calabria,52.469888156,52.4500875347,47.6438317626,47.1836259256,45.9980126294,45.0518638295,41.2472473111,40.4994571118,35.4817378581,41.7228081587,42.3624761416,41.1116702254,39.9474055545,37.4465967066,36.8999150581,35.8873608382,
Sicilia,63.6766390978,62.0307139177,59.8995695839,59.7661687955,59.6023736629,57.672827344,58.4177853888,57.6562039776,51.5602955319,57.1648989807,55.3956112705,54.951858793,54.6439029232,53.2377335865,49.8047535921,49.8419179229,
Sardegna,55.3997317628,58.0509218613,58.7392275774,56.8802228412,55.6674249877,58.0901025692,53.2037833802,52.1337736503,44.5923169879,49.0987030117,45.1876019576,41.9718360977,40.0495202724,40.129566964,37.1345138011,36.6178791011,
Italia,60.0685428104,58.597122317,58.555675828,62.2617023697,63.8198272427,63.4904083903,61.803721741,60.0973762631,55.5956785965,60.6610443538,58.3035779716,57.273633916,55.8092126801,51.4773711625,50.1946707481,50.6337039144,
