Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,,29.8851224251,28.8316592046,27.3690257497,26.1762940387,26.7059026585,27.8253375481,27.6617462902,26.5287718756,,,,
Valle d'Aosta/Vallée d'Aoste,,,,,,31.8789499105,30.1791246434,25.5791637969,26.8061704298,26.9442319268,27.2237608245,26.2411887187,26.3126008299,,,,
Lombardia,,,,,,32.8944972331,33.1065605236,30.836129514,28.372019276,27.5150153618,27.0564740685,28.2011323849,29.8242257587,,,,
Trentino-Alto Adige,,,,,,36.9395164154,35.2263609741,33.7150872443,31.7331879446,31.1181021001,31.0011472857,32.1279075999,32.2019769689,,,,
Veneto,,,,,,34.0864289984,33.4216663753,29.4475988071,28.9320407325,29.9330805171,29.791932421,29.8480930761,30.8799457951,,,,
Friuli-Venezia Giulia,,,,,,33.0518884161,30.838600363,26.6028831639,26.6065260305,25.9257335846,27.1457943038,27.8101085859,27.7863483197,,,,
Liguria,,,,,,30.2563348895,29.6083097875,28.7560805243,26.806279417,28.861229567,27.9580005753,27.888934216,28.8403471322,,,,
Emilia-Romagna,,,,,,34.310904003,33.7609168377,28.9729595751,27.2699539777,26.9715570894,26.1756466533,27.8460869087,27.3569263004,,,,
Toscana,,,,,,32.2556067868,31.784834479,29.561925363,27.3991449173,26.7204698894,27.9987664087,29.5824730963,29.3582935586,,,,
Umbria,,,,,,31.7325408239,30.3759251769,26.5731468148,23.9073172742,24.6448303252,24.5267773239,24.4949241453,25.7008235885,,,,
Marche,,,,,,28.7778134877,28.5539396323,27.8419237911,23.8995730711,25.972920352,24.7581081577,26.6934759578,28.2882368383,,,,
Lazio,,,,,,35.7546455378,34.9476708846,31.7546743798,28.8660513459,28.4121298537,30.003125909,30.9469247587,32.2022117223,,,,
Abruzzo,,,,,,28.9380806701,25.9281746194,26.3232302935,25.3976362914,23.371191097,24.4091507038,24.3871923292,25.7952806112,,,,
Molise,,,,,,28.1234820563,26.9441350837,25.411650515,23.0068434548,21.1710464149,22.6829424765,22.7860561987,23.6202614721,,,,
Campania,,,,,,26.9265427103,27.3021255234,27.155332321,27.021790119,25.6543138384,25.8793433042,27.0333170889,27.0331417447,,,,
Puglia,,,,,,29.6817701564,28.2615344274,25.9203755539,26.3205474865,24.8156735796,25.0123457534,24.5118103268,25.8775506508,,,,
Basilicata,,,,,,26.5310371785,25.4096240392,24.6287084728,24.7937559946,23.5664714952,24.1767232501,23.7364152726,23.8684783305,,,,
Calabria,,,,,,30.0945567314,28.8107358584,25.7592540892,26.0123880819,23.6778099363,25.1151506523,24.7363043045,25.1135350622,,,,
Sicilia,,,,,,30.1174891552,27.448144175,27.498629521,24.78167397,24.9228953634,24.6683163947,25.7835919886,26.2316269263,,,,
Sardegna,,,,,,30.7108987273,28.4846766055,25.0807390772,27.973353374,24.6584149147,24.4307753278,25.3665726399,25.6216818713,,,,
Italia,,,,,,32.2446092921,31.4003059553,28.9649783721,27.4747070083,27.1130010417,27.3241148564,28.1136070412,28.6925607263,,,,
