Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,,,,,54.6931958975,51.4207902124,54.0612814709,61.3045179528,64.1154903758,57.7400701237,60.5296512886,60.2287562407,
Valle d'Aosta/Vallée d'Aoste,,,,,,,,,47.4517981488,45.1079035704,41.5380653622,49.1266217195,59.375,49.7142835811,45.4468406667,61.1988712059,
Lombardia,,,,,,,,,48.5564712645,49.7580491247,63.2840566175,63.0104803384,61.2525109821,66.16832851,65.9838872855,64.9918338728,
Trentino-Alto Adige,,,,,,,,,56.7545340744,54.1792274829,61.2439802218,66.9399026525,66.3626492942,69.8372857869,71.7907870328,74.6165805456,
Veneto,,,,,,,,,47.4014854988,49.9821284499,57.2832765139,57.477546865,57.5512660677,61.8862824684,63.4670292956,68.3749750154,
Friuli-Venezia Giulia,,,,,,,,,48.9289496491,49.4160709596,56.3145979524,50.5683984972,56.7247820672,62.4180885142,58.6241725598,66.5474038847,
Liguria,,,,,,,,,41.7679189216,37.7612150107,45.0617437287,52.9705061881,45.6237077877,54.5296604128,58.1653082511,58.1638174847,
Emilia-Romagna,,,,,,,,,49.7365580951,50.8437141476,57.8993849937,59.1705471958,66.1841763943,63.3055531124,63.7998476854,66.6103182751,
Toscana,,,,,,,,,46.9707047726,46.6738549182,53.2198778711,58.6393720134,56.0615342727,55.4758344105,54.7199188028,63.5533500808,
Umbria,,,,,,,,,43.7209717974,34.9727663698,47.8165131324,52.548308633,57.596513076,51.157130862,52.8928918337,64.6930199915,
Marche,,,,,,,,,42.2204828788,50.2553425363,51.4463238188,63.2218839824,56.1464088398,54.9059111676,55.8971724972,60.1574355586,
Lazio,,,,,,,,,46.2350953749,43.7610569531,50.5681322823,55.9655263648,51.7974835231,53.0563605773,55.42767477,56.0426737249,
Abruzzo,,,,,,,,,39.1157696574,40.3641205837,52.7416883925,48.5389513027,50.0760649087,53.1236889635,51.9721910843,58.1642531055,
Molise,,,,,,,,,24.1465263593,32.5248353777,40.5569965902,38.3916960435,39.4345238095,42.8093633529,41.5649461004,48.3042889504,
Campania,,,,,,,,,43.2595358772,40.4797956134,44.9651898792,45.1836137289,50.8752932684,49.588458382,51.5784029531,52.2008211116,
Puglia,,,,,,,,,46.3647669176,35.2505320718,35.2318325922,41.0861863351,46.3625592417,48.0408145496,45.5924702655,53.5809012541,
Basilicata,,,,,,,,,34.836702692,29.8457518939,37.2132368365,44.7189397409,43.6557231588,46.1294364811,48.1967235609,42.8056841734,
Calabria,,,,,,,,,29.698076417,35.1873645398,38.1329755735,41.2627140043,46.364265928,43.9851956989,43.7052395247,44.5208752712,
Sicilia,,,,,,,,,32.8123998344,32.7532674914,37.1335567876,48.7667171364,42.8496457623,41.7537204481,55.739175372,49.5603958238,
Sardegna,,,,,,,,,35.9109148587,24.5304129304,38.1017225794,38.3043769758,37.7672868648,40.2590874734,38.315124297,45.7032849462,
Italia,,,,,,,43.3339367194,47.293932562,46.886596772,46.2945498019,53.9709444779,56.7016874579,56.8840097128,58.0851020265,59.0435406121,61.3314216805,
