Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,68.6339030369,,,,,,68.2744370022,,,68.2580514691,,,
Valle d'Aosta/Vallée d'Aoste,,,,,58.9633041007,,,,,,65.7120052585,,,67.0039958304,,,
Lombardia,,,,,77.4803688067,,,,,,77.7030148375,,,78.9372524201,,,
Trentino-Alto Adige,,,,,74.2907336132,,,,,,75.7896197613,,,78.4395397349,,,
Veneto,,,,,69.6263718782,,,,,,69.9030370202,,,70.0277957534,,,
Friuli-Venezia Giulia,,,,,62.0961465651,,,,,,61.7536984854,,,59.4200132591,,,
Liguria,,,,,73.6122362885,,,,,,74.0604473021,,,72.0400831441,,,
Emilia-Romagna,,,,,75.716413255,,,,,,73.7372199658,,,76.040143278,,,
Toscana,,,,,68.9084492287,,,,,,70.5582333819,,,72.3280118114,,,
Umbria,,,,,67.9473341099,,,,,,66.1784774083,,,67.7838379341,,,
Marche,,,,,74.0221000361,,,,,,73.9826734374,,,74.6954850499,,,
Lazio,,,,,67.2234169374,,,,,,64.9900852409,,,64.5609100121,,,
Abruzzo,,,,,54.9318028087,,,,,,55.3612016998,,,56.4169008318,,,
Molise,,,,,54.1623069518,,,,,,54.8860697632,,,56.0654647843,,,
Campania,,,,,61.7307642044,,,,,,59.79810561,,,61.1763564647,,,
Puglia,,,,,50.4127400307,,,,,,52.6679086653,,,53.3926367347,,,
Basilicata,,,,,60.4218819025,,,,,,65.2370712699,,,67.1418199419,,,
Calabria,,,,,65.4674392804,,,,,,65.5035214488,,,66.857608827,,,
Sicilia,,,,,63.8909727025,,,,,,64.414027153,,,64.8842622007,,,
Sardegna,,,,,53.9729397294,,,,,,53.6193568896,,,54.1190356008,,,
Italia,,,,,67.509725287,,,,,,67.4263713979,,,67.9483456214,,,
