Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,28.796728972,38.1648158971,32.1573163678,33.6740488359,34.2372881356,34.0177580466,33.6689038031,32.6879271071,27.6771004942,,30.8562197092,33.100483611,37.7289377289,37.4743326489,30.2747537584,26.8626457172,26.7
Valle d'Aosta/Vallée d'Aoste,10.2040816327,15.6862745098,13.7254901961,10.9090909091,15.0943396226,11.1111111111,13.2075471698,11.320754717,9.43396226415,,12.7272727273,16.3636363636,16.0714285714,18.9655172414,12.5,15.7894736842,10.8
Lombardia,34.588441331,32.4587264151,33.4103378573,37.1453387377,36.4098221846,34.8106591865,34.2420027816,32.360959651,31.5519568151,,31.2612844983,32.4148687289,41.3898824732,42.3686195625,35.1518143668,33.4151730911,32.2
Trentino-Alto Adige,10.8695652174,8.30860534125,13.5693215339,16.1473087819,13.0311614731,13.296398892,15.5367231638,15.1515151515,12.5,,11.4285714286,9.48717948718,10.9137055838,11.0837438424,9.17874396135,9.02612826603,8.3
Veneto,22.0680958386,19.5843828715,24.7798742138,27.0745003028,33.3736396614,35.0059737157,32.83847981,32.2033898305,27.6102088167,,37.8543635353,33.4069574821,29.1843220339,39.6443514644,29.3264248705,23.9938869078,25.2
Friuli-Venezia Giulia,11.6424116424,16.0599571734,17.5847457627,18.6582809224,19.175257732,18.0,18.1262729124,19.4616977226,16.2745098039,,19.3359375,17.4664107486,17.6699029126,21.4149139579,15.5303030303,14.2592592593,13.8
Liguria,34.8571428571,33.4265734266,33.8397790055,27.5956284153,28.8352272727,27.8248587571,29.4444444444,29.3201133144,24.1912798875,,24.9322493225,24.6258503401,26.0638297872,28.1879194631,26.3089005236,22.0159151194,19.9
Emilia-Romagna,21.4285714286,17.8851174935,21.568627451,28.945686901,28.010139417,28.8377874456,28.1801582471,25.9678379988,24.2957746479,,24.2528735632,28.6208886324,31.0212998362,35.9409190372,26.4784230155,25.2252252252,25.6
Toscana,22.0,21.8209179834,25.1857355126,20.6456456456,28.1363306744,27.0878721859,25.3956834532,26.0528194147,17.7134791814,,25.5244755245,28.4831846259,33.756684492,31.0856372218,25.4172015404,22.3506743738,18.9
Umbria,21.4046822742,17.4061433447,23.1034482759,22.1476510067,28.5714285714,32.5878594249,23.745819398,24.9169435216,23.4375,,35.0299401198,31.3609467456,27.8260869565,38.9355742297,28.0898876404,21.8836565097,21.9
Marche,11.5234375,9.02255639098,10.153256705,12.382739212,22.3062381853,17.6360225141,13.2007233273,11.7647058824,10.350877193,,13.8888888889,22.3549488055,25.2032520325,26.4943457189,15.9539473684,15.4952076677,17.6
Lazio,46.7903711133,41.6830708661,37.6654064272,39.9705738107,41.8432725481,37.806072478,40.8591885442,39.308024988,38.7783433596,,31.8031235211,40.6583217432,46.2783171521,47.094017094,39.395229983,37.7461248429,34.8
Abruzzo,12.808988764,13.0044843049,15.3674832962,17.903930131,13.6865342163,10.2396514161,10.9913793103,11.3733905579,15.5789473684,,13.0612244898,17.0731707317,23.8476953908,28.6561264822,22.5,22.0973782772,17.6
Molise,6.89655172414,6.83760683761,11.0169491525,11.4754098361,5.83333333333,6.66666666667,8.26446280992,10.4838709677,13.0081300813,,11.7647058824,6.55737704918,12.0,16.6666666667,11.3821138211,10.2362204724,13.8
Campania,57.509353287,47.7693144723,47.872913301,49.1434689507,53.2751091703,48.152173913,50.1331912627,44.7107868682,48.2954545455,,52.5987525988,51.3472292832,53.912601626,53.6368134587,48.8866897575,40.1643305945,45.4
Puglia,38.105891126,32.9795299469,33.8070306657,36.2686567164,32.847778587,30.8749096168,31.913303438,27.9285714286,26.4416315049,,29.7297297297,34.2263898192,35.5343771273,36.4864864865,26.031102096,25.4747871644,24.4
Basilicata,7.65550239234,9.22330097087,12.077294686,8.78048780488,14.7619047619,7.58293838863,11.6279069767,8.49056603774,7.14285714286,,13.7614678899,11.2107623318,9.72222222222,11.7647058824,7.01754385965,5.15021459227,8.2
Calabria,20.0913242009,20.8395802099,20.9064327485,18.1008902077,19.5714285714,17.6718092567,17.8120617111,13.249651325,12.8133704735,,15.6968876861,26.5582655827,22.641509434,30.4461942257,20.2127659574,22.816166884,14.7
Sicilia,28.2608695652,30.5257207462,23.9710789766,27.1794871795,27.5823562256,23.1973169368,25.7030371204,25.8610954263,23.4065934066,,22.9525862069,24.9466950959,27.6987888362,27.4789029536,25.1565762004,24.0902101486,22.7
Sardegna,20.073664825,20.7650273224,21.0526315789,23.8095238095,21.6363636364,18.7817258883,17.5257731959,14.3327841845,17.0103092784,,17.2529313233,15.4859967051,18.6495176849,20.0,13.6294027565,12.1580547112,16.2
Italia,30.9129328147,29.2771661082,29.3318233296,31.1009520219,32.5008169553,30.595084088,30.8233347125,29.1505528004,27.3995885142,,29.1641084115,31.3225259681,34.6029035013,36.7787655149,29.6959893824,27.1449008788,26.5963149822
