Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,,,,,,98.0502222173,97.3836985986,99.3253920682,98.7039878123,97.4985560515,97.8863301381,,
Valle d'Aosta/Vallée d'Aoste,,,,,,,,,,97.8441754917,96.4905660377,96.2574850299,96.7334818114,98.5144927536,97.0684039088,,
Lombardia,,,,,,,,,,98.2557104431,96.6483029442,97.0508545227,98.6105505375,97.7366273881,98.0403931856,,
Trentino-Alto Adige,,,,,,,,,,98.0121960877,97.9096722622,97.5370804059,97.686365539,98.5439590975,99.9266754656,,
Veneto,,,,,,,,,,97.9544661138,97.0655494948,96.3798969935,99.1025861835,98.5440802924,98.6031462093,,
Friuli-Venezia Giulia,,,,,,,,,,96.1962560903,95.3325653825,96.8605685718,97.2283035235,97.3560376456,97.1297314277,,
Liguria,,,,,,,,,,97.0486866321,96.4822797723,98.4537085062,99.4076467421,98.6045066045,98.5081957149,,
Emilia-Romagna,,,,,,,,,,98.408427754,99.6395186953,98.8782813319,98.9209013647,98.8651884903,98.5547495529,,
Toscana,,,,,,,,,,99.1717171717,99.2625901688,96.2144147015,95.579766537,95.7198691263,97.4096744351,,
Umbria,,,,,,,,,,99.6596534653,99.7747286504,99.5809913132,98.1319234642,98.6447193337,98.2404112297,,
Marche,,,,,,,,,,98.4434919919,97.4313476975,98.2031577477,96.9001654716,96.2607213399,97.9524474023,,
Lazio,,,,,,,,,,97.9774373627,98.4663667424,99.0391125062,97.0843552583,97.6226627912,99.1693744486,,
Abruzzo,,,,,,,,,,98.5309821351,97.7380295595,99.2585673419,98.8737021177,97.1530762353,97.9600707021,,
Molise,,,,,,,,,,98.3307709203,99.0442320516,99.1654449081,98.544510888,99.0561746645,98.4874725782,,
Campania,,,,,,,,,,95.9683357879,97.5607750001,98.4571360685,98.1736731517,97.2204160416,97.7085836199,,
Puglia,,,,,,,,,,98.0683915041,97.9910838012,97.1955210752,97.4302798298,97.7154518673,98.2576038426,,
Basilicata,,,,,,,,,,98.2349490748,98.0823708869,98.5260958038,99.6999833324,99.4033547225,99.288664525,,
Calabria,,,,,,,,,,96.9250642158,98.1352437428,98.3998289894,98.468052348,98.2763461658,98.0366471237,,
Sicilia,,,,,,,,,,94.832603721,95.5123536333,94.0939889352,95.5268186794,96.2575072292,96.395889589,,
Sardegna,,,,,,,,,,96.1697788541,96.4534543008,95.395956564,95.4996101147,95.6985586199,96.6597515209,,
Italia,,,,,,,,,,97.4039211509,97.4611465629,97.4345315148,97.7414275555,97.4898792838,97.9802797734,,
