Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,23.681174472,26.5576535196,29.7493518452,30.3926351849,30.1402156744,29.7568436714,28.7124609334,29.1714448523,28.6011408039,28.8491669038,28.7899832851,31.808391476,31.1707870626,24.772474294,23.7155895261,23.4103953405,
Valle d'Aosta/Vallée d'Aoste,18.1500006418,20.446777864,19.8324804603,19.8556032935,18.8204979222,15.3431421949,18.3067511379,18.7727433407,20.5475223195,19.2970421546,20.5148149048,18.6100727521,19.0756446603,16.1790044419,15.604222319,13.8541796826,
Lombardia,29.7286442258,31.1910670198,31.3448233532,33.7882639661,32.5581571886,26.5422911229,25.2298437837,25.2144070136,26.1205383189,30.6845191344,31.3016110519,33.1363140563,34.0441530517,29.7852750894,28.5799596368,28.6443539702,
Trentino-Alto Adige,17.9087577762,18.0739093203,17.3964006617,18.565118378,18.0253927902,15.836144232,15.202745023,14.7441039713,16.2564905991,18.583670138,18.5014244229,16.4812047089,16.9523019825,14.5859370835,14.7343541531,14.1475587472,
Veneto,21.6482507186,22.4007406326,23.3967940616,26.2739670363,26.2994782946,24.1001820734,22.3809449523,23.1552268741,24.7599130918,26.6278519539,25.2646064218,25.6622595753,27.3292626381,21.2939272402,20.7058879243,19.8574823975,
Friuli-Venezia Giulia,24.18631101,26.8101699012,24.1925039501,24.5677139173,23.7231344291,20.3660152768,19.8465774232,18.2452695383,19.1992970049,19.5563286938,19.9386986137,18.9121311259,18.627629368,16.4729104846,16.1353987704,15.5221613288,
Liguria,31.0908967484,34.6288464523,34.4686430234,36.5163869618,39.3477615993,35.3659306791,35.1990884731,28.8994879704,29.5427681177,33.0609382409,33.920978453,37.5654285938,37.0078006029,28.8642761326,27.802107674,26.3544559564,
Emilia-Romagna,25.4863782269,26.2994700968,29.4390057045,31.6357914495,30.131716702,31.1189717609,29.5446218699,29.6436094169,30.6062399801,34.7960749518,35.7770293201,36.1001619224,37.9067535186,30.7479375201,29.2014196292,27.8181166535,
Toscana,22.3886649619,25.01109723,25.6481411645,25.4259800387,24.6554654443,22.9880055796,21.3000788484,21.7166205308,23.1479108609,26.6631678564,28.0457253467,29.2727432299,30.4404806446,25.2443307705,24.237867756,23.1758419582,
Umbria,14.8689932591,16.1900655049,16.1004515398,16.6318641731,19.3599659423,19.6289168169,20.383147427,21.0297963269,19.4123046048,19.6501382575,22.6393547431,22.0421691765,23.2762059318,19.3402718433,18.735250795,19.0385973144,
Marche,10.3488833367,12.4632975568,12.4893018304,13.6188072265,14.4473957057,15.8545388332,11.6388131695,14.4918808387,14.9031854923,17.0974600866,16.6282264439,17.8458922245,18.0864642536,16.0409089614,15.243902439,16.0249456139,
Lazio,35.869473526,36.5785929461,34.7681223447,41.240287135,41.9421601593,38.5889054014,36.7284873218,37.1088817174,35.6601291631,34.7518990491,37.5133218279,40.4319802602,39.736845081,29.8918627528,26.9568817583,29.6003104494,
Abruzzo,13.2166471105,13.2530499246,13.7035346028,14.0019613859,14.3637193547,14.3797617698,13.1165651416,14.0720592602,14.9000851835,17.7613215079,17.8009574676,18.2264261765,19.0068737603,17.3350354426,16.5157263333,17.6066213547,
Molise,6.49929560537,7.28408384939,7.75904072271,7.05200817553,7.79414310801,7.8417372273,6.57075872168,6.28201411037,8.96468889636,10.1172997747,8.59596179573,11.2203013818,11.6802306713,10.9782383387,11.5596295927,11.8466898955,
Campania,20.217860687,20.895030122,21.6768253927,21.4321623275,22.3290154206,20.5828664175,22.1756802167,22.9965692868,22.6347228333,19.8402696466,19.9847753632,20.8860700471,20.4399798407,18.7659492761,16.6150753796,15.9360574636,
Puglia,23.7648615128,22.7383075087,19.4978455828,19.5299723068,20.9678857279,19.6794466033,19.2309939129,19.0418124943,18.6257888614,19.7613636041,19.3297406472,19.351248135,20.870284659,19.3692001518,18.8516607039,19.3867034017,
Basilicata,8.13803979746,7.98458013936,7.27798557758,7.70005507127,6.79007530328,7.388087791,7.81537206986,7.45380724431,6.48170873188,6.29552610457,6.14631557022,7.0472674756,7.89113782088,6.88556722145,6.37738664496,7.69978816657,
Calabria,14.187693482,14.4036484063,13.1962667072,13.8616620306,14.1066774474,12.9437874392,12.8330617164,12.6282824436,12.5507312012,13.4009649292,14.8198051515,15.1051838778,15.548114602,13.4866507852,12.5414412354,11.9938538463,
Sicilia,22.4200325277,22.593673013,22.3329789477,21.5220221302,22.0842013821,21.6060708568,19.2112884723,18.1215285929,17.9513855404,18.790490701,18.7151063284,20.3971009579,21.9183830778,21.1671597724,18.3961754589,18.8661300875,
Sardegna,23.0211277396,22.0438142479,22.3378381044,21.7348199906,22.0800282898,21.5243902253,18.3271773207,17.4845478916,17.0967786182,16.2774342362,14.5801425344,13.9536427037,13.2316409328,13.292501569,11.9429144839,12.061594783,
Italia,23.9610117478,24.9700315847,25.1220015324,26.5401232585,26.6190978821,24.5944530188,23.4712235945,23.4633286192,23.7120236328,25.2093027093,25.657325861,26.9303805796,27.5635544912,23.3110179725,21.9301018871,21.9418752818,
