Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,,57.2286626023,59.3623941288,56.6730389987,54.8671349811,58.5479097395,60.190842249,54.4309346128,47.7136504935,,,,
Valle d'Aosta/Vallée d'Aoste,,,,,,45.0218584721,45.168087911,41.3312257456,40.4611425541,43.6386919504,50.6956910448,47.8997365281,48.766922799,,,,
Lombardia,,,,,,64.4649043699,65.2403601932,63.7841208835,61.916974938,59.2232614025,61.702712098,59.3838514457,58.7234514067,,,,
Trentino-Alto Adige,,,,,,62.6814289766,49.0215709264,48.4979313221,48.2956968643,46.6415174693,51.0242685514,48.3595186582,52.6846749069,,,,
Veneto,,,,,,54.4558711434,46.5273689452,44.9613206721,44.4206557313,42.1069727912,43.9298976231,48.0119906334,48.380398628,,,,
Friuli-Venezia Giulia,,,,,,45.6154099319,45.408207863,43.800843999,43.7554888084,42.6074369432,45.4681199591,44.6845351447,45.7255391008,,,,
Liguria,,,,,,41.3029478885,40.9351454502,40.55351617,39.4329060596,38.5603498986,40.7399095244,41.8386700988,44.4135669412,,,,
Emilia-Romagna,,,,,,47.1774686745,46.145296988,46.7488531467,46.6115611352,47.8460614466,49.7266350477,52.0914376436,58.1059079098,,,,
Toscana,,,,,,45.9500198496,45.7010301718,44.9006086225,41.8504248161,39.9809002218,43.2419181593,44.3328171019,45.7309012226,,,,
Umbria,,,,,,37.0871482873,37.4856285724,36.3031712075,37.9562665846,36.1291938068,42.3181057706,38.9334984676,38.0156286359,,,,
Marche,,,,,,37.345472584,37.391055363,36.586558373,34.0257650984,33.4003406679,35.8528363249,37.7708340936,33.8184127047,,,,
Lazio,,,,,,43.904803253,46.6508198663,45.4328217894,40.2186642045,40.7190655629,41.7603016999,43.6341841587,40.0945271041,,,,
Abruzzo,,,,,,42.9413698376,42.519412752,40.5860824182,36.467183974,36.4601408648,39.2379442367,37.3208753854,39.9568893344,,,,
Molise,,,,,,36.57340256,34.1791275042,33.675560131,30.6386704703,33.3488236301,34.3375374017,31.3059281458,34.7567708159,,,,
Campania,,,,,,37.3103002979,36.6464823898,35.9236436908,33.7277122332,33.4483985001,35.6136943437,35.3919373038,34.0845113941,,,,
Puglia,,,,,,35.5157262225,36.7444569688,36.8265663948,34.7264011783,31.4965636622,34.8676268947,37.2756878327,37.2334717252,,,,
Basilicata,,,,,,43.5954334051,44.5315857622,44.2021752994,39.5953183377,44.0902161154,40.7994058335,47.5140667194,41.5553671849,,,,
Calabria,,,,,,32.9470458323,30.255869228,29.1903436857,26.0824560179,26.1247843591,28.7932756459,28.31419745,29.0950715433,,,,
Sicilia,,,,,,34.3242224275,32.0026075296,32.5742746949,32.2239950066,29.6210322698,31.8545672602,30.9255162981,34.8100577781,,,,
Sardegna,,,,,,42.0177026432,41.6130418395,41.6172579512,36.9506188014,33.4756404281,34.6322062743,40.2230687794,37.1427096732,,,,
Italia,,,,,,47.9377609998,46.8396253781,45.8814892516,44.1923265631,43.5471809906,45.9766711678,45.9708645097,46.2329369431,,,,
