Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,6.81540688947,7.26371013197,6.82953236353,6.41767177304,6.69272365303,7.2698653104,7.35893207491,6.63507418786,7.89970948916,6.6651850134,7.18693651176,,
Valle d'Aosta/Vallée d'Aoste,,,,,5.95238095238,5.90128755365,5.88122237171,6.41690682037,5.61494751035,6.36137191033,7.04581654643,6.03762987925,7.1270718232,5.43901986263,6.45699972168,,
Lombardia,,,,,6.95530020365,7.04390366319,7.14499235512,6.62483727085,6.87861304549,7.48547480312,7.33686227228,6.66522985942,7.53488536021,6.63940904535,6.86793753827,,
Trentino-Alto Adige,,,,,5.60351112537,5.85600318539,5.73434593491,5.6913949878,5.54708637194,5.98522436072,6.00166340246,5.49768982186,5.80353017281,4.99359795134,5.37307488051,,
Veneto,,,,,6.4293437578,6.72304046834,6.71449590055,6.66226689681,6.35898328105,6.77125491996,6.75481948682,6.28169974763,6.97603857885,5.87142076046,5.88204714284,,
Friuli-Venezia Giulia,,,,,6.44434079602,6.45703373647,6.31155273253,6.25517916782,6.08288770053,6.59440268913,6.60977096578,5.85745767805,6.60777648197,5.62451317872,5.97878248851,,
Liguria,,,,,7.22088339285,7.38325162616,7.11620215244,6.91428472319,6.57149351331,7.2743926375,7.6037260912,6.86742027892,8.20241232516,6.51783968512,7.39105460344,,
Emilia-Romagna,,,,,6.59079343339,7.16100906376,6.95097471473,6.43993020117,6.51494855049,7.04413362945,7.08041755492,6.41841301168,7.13668744815,6.18753042523,6.09989737567,,
Toscana,,,,,6.89162027073,7.40766424876,7.20198422014,6.75510862734,6.62841643355,7.22931907424,7.2886307076,6.74456062351,8.20336797267,6.59187129551,6.91770127388,,
Umbria,,,,,7.11695219674,7.36373298244,6.90979205798,6.67442633854,6.71640548237,7.05298013245,7.38062888199,6.68714023861,7.89195333344,6.50847564236,6.98756530991,,
Marche,,,,,6.27413039311,6.79235903991,6.67618334697,6.24500850724,6.36556872775,6.78501695612,6.85954033834,6.3657262278,7.41862909318,6.12931005929,6.15238479514,,
Lazio,,,,,9.49383114622,9.24173018609,9.3049812482,9.08988172596,8.87083101579,9.82744635782,9.67376272416,8.92467547017,10.1906739976,8.95577265089,9.38881230581,,
Abruzzo,,,,,7.28225968292,7.71470160116,7.330247846,7.12852619111,7.52209736031,7.90250494944,8.42738034916,7.55259763239,9.37847330281,6.89329980241,7.94739918177,,
Molise,,,,,7.41611700602,7.93909428026,7.78638627559,7.47792494481,7.42992979159,7.5837935371,8.09430046299,7.21458773784,8.24597820446,7.30751615694,7.16302952503,,
Campania,,,,,10.0073863266,10.125946001,9.98593386184,9.83627487543,8.67317053465,9.11303777957,9.32928006492,8.92664308021,10.8243887657,8.77522141783,8.3498002943,,
Puglia,,,,,8.455587254,8.32934168655,8.5046915552,8.09439146598,7.68326580283,7.86326900874,8.08683829025,7.46702236705,9.54108773672,7.756868943,7.68329552386,,
Basilicata,,,,,7.1313918826,7.29507930844,7.63623631271,7.437728066,7.01626222843,6.91309700432,7.1324101447,6.59483963114,8.09629355991,6.67478313803,6.45690749745,,
Calabria,,,,,9.288714676,9.00730065421,9.88439129414,9.02930900817,8.27802582358,8.60340358844,8.66754187683,7.91052434235,9.8688859229,8.46147171958,7.83022970782,,
Sicilia,,,,,9.08986113821,9.03826257926,8.86343486464,8.47967908617,7.88997299307,8.30664104207,8.54464953137,8.02671757285,9.66697276783,8.10997835515,8.29459450643,,
Sardegna,,,,,7.72880580804,8.38939321013,8.04833611379,8.02272306805,7.97892359804,8.38640512886,8.24911819771,7.04951928047,9.04502157453,7.10244812076,7.1334881727,,
Italia,,,,,7.56150945243,7.76192535407,7.69272712141,7.35580099429,7.19333103061,7.71965724451,7.77224121058,7.13846075033,8.37826898851,7.05770431297,7.22428876145,,
