Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,,,,,,98.5267170809,98.1736659156,99.3891822142,98.9015428205,98.1313773784,98.398819843,,
Valle d'Aosta/Vallée d'Aoste,,,,,,,,,,97.8333661611,97.7036310108,97.3861233904,98.3144991381,98.4554530043,98.5018726592,,
Lombardia,,,,,,,,,,98.6754243557,97.2704360411,97.8388757751,98.5169445848,97.7002144147,98.1771658681,,
Trentino-Alto Adige,,,,,,,,,,97.8455829296,98.3622586165,98.1579474845,98.3271121187,98.5790746843,99.5639999248,,
Veneto,,,,,,,,,,98.8358211852,97.9575767237,98.0393190323,99.2783293137,98.7797270778,98.4586810205,,
Friuli-Venezia Giulia,,,,,,,,,,97.5625149622,97.0551827481,97.9490927853,98.5977689877,97.8939679834,98.1263555306,,
Liguria,,,,,,,,,,97.0593838214,96.3791194754,98.9650082195,98.5022947392,97.7777422756,99.2318634424,,
Emilia-Romagna,,,,,,,,,,98.7824675325,98.8666364095,98.2613498704,99.0790958396,99.1512431791,98.8397018511,,
Toscana,,,,,,,,,,99.0275448441,99.1958466958,97.0269329712,96.6618801135,96.8194384393,98.2063483763,,
Umbria,,,,,,,,,,99.825419918,99.8867467341,99.4216766121,98.1678594665,99.0036947382,99.0923037586,,
Marche,,,,,,,,,,98.6899310185,98.6781459257,98.5481805494,97.1589781394,97.3281647284,98.2713999031,,
Lazio,,,,,,,,,,98.7814259656,99.0309640959,99.07203715,97.9914570479,98.2516393199,99.1182379504,,
Abruzzo,,,,,,,,,,98.7002015651,98.3405526512,99.5268636316,98.6527238084,97.8068938911,98.2827243862,,
Molise,,,,,,,,,,98.9682628687,98.8140714978,98.5495521526,98.6041932121,98.9583939482,99.0769230769,,
Campania,,,,,,,,,,97.2347681333,97.9261596288,98.4282384458,98.5291649182,97.7078112629,98.2225123763,,
Puglia,,,,,,,,,,97.7231945283,97.7605904563,97.7811193428,98.1838976601,98.4667064429,98.7912133544,,
Basilicata,,,,,,,,,,98.6699045201,98.6806200242,99.0321024098,99.4201325411,98.9550860178,98.9001916556,,
Calabria,,,,,,,,,,97.7204085659,98.2822651955,98.7220422343,98.1613005051,98.283258374,98.2530426379,,
Sicilia,,,,,,,,,,95.870192445,95.4943970457,95.7175362388,96.674092733,97.2024018219,96.9614476288,,
Sardegna,,,,,,,,,,97.053302484,96.8854084281,96.7355993978,96.5065502183,96.4169912991,97.5315735919,,
Italia,,,,,,,,,,97.9894894838,97.7980285993,98.0110835802,98.1612264159,97.9471022805,98.3275469871,,
