Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,55.7306798707,56.7589922767,56.316402337,56.4157562342,58.1500659612,60.0426067561,60.9907102303,61.4599456439,63.0489628317,63.3706883124,63.9873706767,64.7557115412,64.9249247023,65.2290371876,64.0211830038,63.5316819891,64.3219815179
Valle d'Aosta/Vallée d'Aoste,60.8648734175,61.502983577,62.3498171736,62.0031732444,62.2365501054,64.72297836,65.7311297963,65.2982116161,67.5045808506,66.9554996049,66.2941415442,67.0229771449,68.1062748417,67.8922176081,66.958220621,67.3693281488,66.9888294938
Lombardia,58.1982614327,58.6099737084,58.6846865443,59.7198794642,60.8338888796,61.5912208817,62.9130732252,63.8622336392,65.2194762404,65.4810180382,65.4775694136,66.5607033931,66.7463863805,67.0204749272,65.7872387113,65.0717968216,64.7161557881
Trentino-Alto Adige,61.4366078541,62.9811121143,62.9393176539,63.8200235,64.3617826152,66.0363570229,66.1295118801,66.5035328134,67.1434465007,67.4197435994,67.0731947989,67.4685977974,68.0191234551,68.5784041354,68.5119611263,68.5035122173,68.4731660958
Veneto,57.9363406614,58.3818037252,59.2346310116,59.6481471923,60.4841294061,62.0983375536,62.8292716977,63.1971290615,64.8070019376,64.2974568933,64.5569630108,65.462200963,65.7792266406,66.4356954842,64.6449238621,64.4521571576,64.9010422449
Friuli-Venezia Giulia,57.6685077735,58.7901734721,58.9306959121,59.6581869883,60.4885113954,61.7423885304,63.5055110262,63.7637549332,63.1014348359,62.5477855776,63.0742939848,64.751638406,65.5075002587,65.2731665016,63.4250741664,63.5618235414,64.2038605052
Liguria,52.8171879828,53.7731891903,54.3225954095,55.4710215169,56.4990420777,57.8583701522,60.0025439713,60.2259803614,60.4004057318,60.1554858091,61.031508155,62.3675108445,63.7446248435,63.8132900266,63.4571294713,63.0002839603,63.2459547824
Emilia-Romagna,62.1972486443,62.961915106,63.5464218824,64.2358672233,65.6528797952,66.8804354593,67.5270222492,68.6218223882,69.5030627731,68.2787933857,68.3787788483,69.3990002945,70.2821092219,70.2157413204,68.5229108081,67.4358874044,67.9244168427
Toscana,57.8204066628,57.9528666675,58.0526499475,58.835796304,60.1045749791,61.6187826691,63.0234775231,63.3118549456,63.7205653001,63.2065474001,63.7460007968,64.7989766568,64.7725943185,65.3605430841,64.8148727273,63.8038709746,63.5687497194
Umbria,56.1836088081,56.5617774019,56.7256151923,57.5047912992,59.815016431,61.4196072754,62.4282163916,61.4626640922,60.9479038927,61.4186574798,61.5588395978,62.8580029165,64.6003551889,65.3948864334,62.9955549223,62.7452368892,62.3256606688
Marche,57.9723023577,58.9580039694,58.0112709573,58.8437303979,60.5518615568,61.4674176991,62.1802133037,63.0296971257,64.0006141945,63.7947093451,63.4909290584,64.3872656353,64.807279294,64.6924115257,63.7561732365,63.6098271784,62.7640353365
Lazio,49.1715765041,49.6875002469,50.0528274736,50.3444428842,51.0295708498,52.0572580966,53.1472060837,54.9178959416,57.0199739785,58.4797863363,58.3810554725,59.3237181605,59.7028299668,60.2024568629,59.449587578,59.1700952563,58.8425661395
Abruzzo,54.7057311546,55.8029569663,55.0677400999,54.9381699546,54.3413892122,55.7187415665,58.0364365195,58.6394377475,58.1326628614,56.277666822,57.2358757176,57.5823098826,57.7833418531,58.9689613657,55.7070904811,55.4989939797,56.7834983149
Molise,49.8167467084,49.1920803123,49.6040826157,49.7552687294,50.1425942308,51.4312975368,52.6834390286,52.9906758976,51.7653267866,51.9532651718,51.0589029815,52.3155376175,53.5520787359,54.1427895493,52.2849869428,51.0941894028,50.5781185034
Campania,42.2151789235,41.7913272439,41.9325082193,43.0544378781,42.8159206643,42.9435718898,43.6970356611,45.0760275872,45.6529833605,45.0427442636,44.0672822298,44.1313641613,43.7018204023,42.4713280393,40.7861714975,39.8671579584,39.4020403823
Puglia,42.2512234222,42.3947973737,41.6827501361,42.1747443121,43.0060385068,44.2709464509,45.1262591336,45.971041671,45.4269176906,45.0170868462,44.4134155864,45.7191177222,46.6617281892,46.7138313161,44.930680088,44.3846849543,44.7628803782
Basilicata,45.144563571,44.7873986458,45.642872571,46.041933322,46.7751371163,48.7259220009,48.1873822102,48.9887106128,49.5758080423,49.1235856246,49.2356096835,50.274121676,49.5516301337,49.5789751334,48.4505801221,47.1295192346,47.6356526178
Calabria,42.4744233676,41.260843568,41.1837354652,41.6610747197,41.1412891104,42.0838933452,43.4212128122,44.4254233193,45.2065496388,45.9950871029,44.5417321046,45.5503265398,44.8803568132,44.095161049,43.1259500398,42.157663649,42.4917501647
Sicilia,39.3674023061,39.4628057088,39.8670511956,40.8097569655,40.8722503232,41.5129842849,42.855764901,43.3597943981,43.4098334463,43.2112275149,44.0319713001,45.0270898537,44.5726219839,44.088871799,43.5344280079,42.6369591333,42.3179459778
Sardegna,47.1148538035,46.6664095348,47.550335154,48.1437979867,49.0169282063,49.2389356986,51.1303366092,51.8783670261,51.218590761,51.1964225117,51.4305984203,52.2674439382,52.765769551,52.4777563839,50.8339269587,51.0187812868,52.0200370577
Italia,51.8264425038,52.1376112941,52.264691893,52.9381331445,53.7206962134,54.7761446319,55.8878663351,56.7154131206,57.5186078235,57.4419585918,57.4818693148,58.4068311093,58.6619740936,58.7276932628,57.4786708678,56.8872180848,56.9428304552
