Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,36.8161925602,34.8135964912,34.3029637761,35.4980737479,35.2066115702,35.5922865014,37.6338028169,31.5345699831,31.9196428571,,29.2990142388,33.0786026201,34.6949891068,31.084727469,35.1394849785,35.1554126474,
Valle d'Aosta/Vallée d'Aoste,31.3725490196,29.4117647059,27.4509803922,27.4509803922,27.4509803922,23.5294117647,19.6078431373,23.5294117647,21.1538461538,,23.0769230769,24.5283018868,26.4150943396,26.4150943396,24.5283018868,25.9259259259,
Lombardia,34.5177664975,39.2762107504,36.9145276528,36.664023262,33.1401475237,36.0827441739,35.1072279587,30.7003686151,31.1313394018,,30.6013702106,34.3804976125,34.556803995,33.7951509154,34.0034322138,34.7127555988,
Trentino-Alto Adige,31.6353887399,37.6,36.7724867725,33.0687830688,31.8421052632,30.0261096606,28.7206266319,31.2661498708,26.0204081633,,30.6532663317,33.2506203474,30.637254902,31.7191283293,33.971291866,31.7535545024,
Veneto,33.064516129,38.72,42.2565194252,38.3306751728,39.6506087877,35.5602314571,34.8284960422,34.2573221757,35.7438016529,,37.9118094273,33.4673366834,35.2647352647,35.5731225296,35.4207436399,37.9444715051,
Friuli-Venezia Giulia,34.6076458753,29.3413173653,35.0701402806,32.6653306613,29.6593186373,34.1317365269,32.3943661972,28.8577154309,33.3996023857,,33.7944664032,29.7244094488,34.9705304519,34.5703125,33.5922330097,36.0465116279,
Liguria,47.2182596291,44.0,44.5730824891,44.9127906977,44.4444444444,43.4654919236,42.0731707317,43.8167938931,38.4146341463,,34.9397590361,39.970282318,43.0906389302,38.1872213967,38.5756676558,41.0979228487,
Emilia-Romagna,32.6968973747,32.0451843044,35.2071005917,31.2426035503,33.9033018868,34.446397188,34.6950858496,32.0987654321,31.7441860465,,30.8480364257,30.0225733634,32.567264574,33.2037756802,35.9297860669,31.2431842966,
Toscana,37.2733378106,41.9246298789,40.0134048257,36.4855801476,34.5844504021,32.8657314629,33.2428765265,37.9310344828,33.6686787391,,34.1688654354,37.6393442623,37.1652514696,31.3674659754,37.7577319588,36.7137355584,
Umbria,24.0,21.7142857143,25.8522727273,22.1590909091,25.4957507082,28.1690140845,22.4137931034,22.8571428571,22.5352112676,,21.3296398892,29.0410958904,22.8882833787,27.7628032345,28.6096256684,23.670212766,
Marche,25.4098360656,28.4539473684,22.385620915,22.5122349103,27.6422764228,27.3462783172,22.4555735057,26.0032102729,26.941362916,,29.1731669267,23.4108527132,22.2222222222,22.7828746177,29.2424242424,22.0543806647,
Lazio,25.5716285581,24.7899159664,25.9156235512,33.8589981447,29.5044001853,35.3049907579,29.8614429049,30.5899143673,25.129900803,,35.3268428373,34.8526703499,30.8647450111,36.7775831874,34.4020797227,32.3895323895,
Abruzzo,17.1428571429,22.1374045802,24.053030303,21.6981132075,19.3609022556,18.3520599251,27.3764258555,18.1132075472,20.5223880597,,24.4036697248,19.4899817851,21.4156079855,18.2795698925,20.9964412811,21.9858156028,
Molise,24.2647058824,26.4705882353,29.4117647059,25.7352941176,29.4117647059,27.2058823529,24.0601503759,23.1343283582,22.962962963,,17.037037037,27.4074074074,22.2222222222,22.7941176471,23.5294117647,25.0,
Campania,34.7729296527,37.8914865461,32.4835164835,33.1576635924,26.6228070175,35.2014010508,32.0388349515,26.5467310224,27.8624292556,,30.7327586207,29.9828178694,34.4620660094,27.8891257996,31.3191489362,31.2420517168,
Puglia,30.6790123457,30.1042305334,31.3378130727,26.862026862,29.4762484775,32.3636363636,28.5714285714,31.5531000614,27.987804878,,29.578313253,28.9142171566,28.0071813285,27.9832935561,26.0869565217,24.8218527316,
Basilicata,33.8709677419,30.4,29.2,24.0,25.6,27.6,23.7903225806,28.6290322581,20.8835341365,,25.6,22.4,24.0963855422,23.2931726908,21.686746988,20.4819277108,
Calabria,41.9471153846,36.690647482,39.2814371257,39.2601431981,34.7721822542,36.2874251497,33.5365853659,35.3584447145,32.4062877872,,33.4939759036,29.5180722892,29.9516908213,30.3357314149,33.3732057416,30.2270011947,
Sicilia,21.5559960357,19.544779812,25.7665677547,19.0099009901,20.4354280059,23.3695652174,18.2184197282,19.5379206429,14.9751243781,,12.5925925926,16.4289227742,13.3464180569,15.3395212506,14.3622200584,11.0247693055,
Sardegna,12.0815138282,18.0758017493,18.2080924855,16.0636758321,14.7398843931,14.7398843931,15.261627907,13.6034732272,13.2183908046,,13.0867709815,11.5983026874,15.9154929577,12.3422159888,12.9888268156,12.6917712692,
Italia,31.5617991791,32.8804691785,33.2085628969,32.0072332731,30.7524353376,32.7530652383,30.9822073124,29.7071129707,28.3793969849,0.0,29.5177246496,30.1769331586,30.5905800049,29.7970219119,31.0029664074,30.0969711481,
