Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,49.9247944238,52.9073770088,51.3016710236,58.4687994696,56.6374502186,52.8117057663,53.2997440313,48.3444190605,42.7769728882,40.5742851328,33.113056755,41.1336395206,40.6568732843,37.3771406352,40.3938672705,46.7999774194,
Valle d'Aosta/Vallée d'Aoste,8.948061477,7.93384092215,8.85401627583,7.7415058171,7.47110102028,7.70017062407,5.50710358758,4.37125926862,12.6366699426,9.93541977149,30.093965598,28.0769230769,32.8504269404,29.1815157995,38.8904436934,27.5984826379,
Lombardia,33.7527083103,33.8001656271,34.4880891419,33.6857655573,36.6046328618,36.6891565589,32.4774962074,31.6763480685,37.0747673311,28.4711045884,28.9012417739,30.9740030904,31.9613346946,31.34618157,27.9880164019,40.6239960004,
Trentino-Alto Adige,12.1388704624,4.47332117611,15.2596077979,10.127190657,13.6056300672,22.2040029804,18.6732312252,11.8079151271,15.0033126004,14.9971771313,13.7707889612,14.88,19.1378853883,20.8366483634,22.467359427,25.6138445919,
Veneto,18.9566965474,16.6180972267,15.379068354,16.9584202492,15.292830944,9.67183847022,9.96567313493,8.86890749293,19.8438003494,23.312041189,30.1234347845,26.0704216117,30.4258642606,29.1158892259,19.4039461646,37.1812488507,
Friuli-Venezia Giulia,53.5526269644,55.2010309694,50.6747105659,59.5748217077,48.1370531607,65.8340056605,61.0100859566,63.0575045786,39.2797440744,27.4388173236,28.6844809866,43.4698857069,20.1646499039,28.3299599694,30.4780226355,45.4722138854,
Liguria,25.6388631335,26.0162181522,23.0847341492,19.247847739,24.291111043,19.7684996345,14.1574115898,11.4016431362,25.8796697099,32.7930976146,36.5084028919,33.4947724477,30.6160134708,39.1844542664,36.9573902676,40.309924925,
Emilia-Romagna,27.2497902254,29.0769372677,31.5380597501,27.5063858213,33.0000021474,21.1091917282,27.1755862118,23.3171370937,28.8851756949,24.6901691912,22.6904816504,28.3279830613,26.7030108463,22.8432145926,23.1067069479,34.3821911922,
Toscana,66.5502178393,55.3163036704,61.0369078084,58.4619367369,58.3570035588,54.5790676778,49.2387397592,58.4859850015,27.6835836679,32.0825258275,31.1501668127,34.4202399007,36.7300514147,30.1683098524,29.547349842,44.5939910343,
Umbria,56.8465498023,60.9235534564,63.7719709201,57.356400755,64.7225054735,64.3137799928,65.0922638076,68.3900352008,41.9461843144,37.1539961014,36.928835532,34.0994792602,26.4605563463,22.1791291212,30.5131728011,45.5692551104,
Marche,65.0343544198,51.3265495512,47.1716322603,47.4955046379,53.1851896952,59.2091695165,51.9345461262,54.520946562,32.5677507564,30.3020394677,35.4558034908,26.3166371396,19.8755508491,27.8699592284,26.4657616951,35.1843669692,
Lazio,26.7700912516,36.1275958773,39.3405426484,41.3606655166,46.0721736878,43.7781284835,47.2084381297,33.2957024902,48.5381998872,48.3445743868,47.8626960363,52.5793773788,48.9077330162,43.5166034411,46.5358703386,48.6909598176,
Abruzzo,65.0151236577,62.6602153483,67.0654770582,64.7856325118,67.7568467629,67.3080923532,62.5617546963,64.6287660871,49.1290102151,33.247659074,42.8439010239,41.0194010681,47.9566189162,40.4242369488,36.376260606,43.0377253513,
Molise,55.9832783287,55.4374662846,51.9949455978,54.1668807506,61.0989475893,60.8750838747,54.2767507927,52.2560976609,41.6788628193,50.8236335799,48.1843829817,50.1836884644,43.5902861126,46.3934992722,46.5968948666,47.2987911263,
Campania,44.2618124061,42.5652298022,48.525269909,50.2192350622,51.8512100021,49.0696529569,48.9206246191,44.4274657665,46.4111474653,49.4880502703,56.7488148734,59.4287636921,52.0753641848,53.9304996404,56.2788630443,55.8168010561,
Puglia,52.0346036628,57.4676976244,59.9381168929,59.4282848004,57.6362529122,52.5962187303,55.5982420551,58.1644622245,55.1882488559,54.8461198473,51.0548550802,56.0148667347,50.41102966,47.0480928536,45.893225152,49.132724786,
Basilicata,56.8061824229,55.2857735892,59.4232165734,60.4164158029,59.5530474418,63.0927661635,64.7560547713,61.4453245042,54.2472100498,48.6890173675,44.2009701507,51.6346837242,46.3811281904,50.0917803685,49.8737731741,54.4092017638,
Calabria,61.1181202488,62.0182592777,68.2740404001,69.8916272743,68.258534892,69.3207931451,68.7285309019,64.9227227772,55.994699441,53.2229504007,57.5124684026,54.5611151813,53.1574974997,50.1265137021,53.0151215684,54.160610729,
Sicilia,51.1074597226,57.3165281204,56.8806978353,58.2622736589,58.4380121932,60.1236356189,61.6161075738,60.4001530355,54.4333244593,50.270971174,52.8596531319,54.8451145425,56.838283891,54.0402656332,55.5524912635,54.2538956335,
Sardegna,46.8703826528,53.8600814504,50.087798546,57.0657369898,54.7965531465,61.4407593887,54.3698811967,49.9520600892,51.3537285584,46.6225182183,49.1852785546,48.6635765633,44.8180270794,46.7725143312,42.7448146075,44.4951509035,
Italia,44.6267888443,46.9107036735,48.8777444115,50.3228948404,51.4991033764,50.5806304099,50.3757653988,48.0662409184,46.7625615294,44.5048091694,45.8525399943,47.9620383114,45.5103867788,43.7758141807,42.0671878991,47.197962786,
