Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,427.690864817,450.914913148,452.343865926,474.575201026,483.923867575,493.777389607,505.209939384,501.470496729,518.581315004,514.011624897,523.934675943,518.587303266,511.193493835,505.743962501,,
Valle d'Aosta/Vallée d'Aoste,,502.859480606,516.815601212,509.63841679,527.260249172,596.014310188,581.414376578,587.777338795,639.739204524,596.142224835,596.697374071,601.270147514,604.128537308,610.170563222,622.639067042,,
Lombardia,,436.104053149,442.56228087,454.164451919,477.788824541,494.890916048,503.213039633,504.880238925,504.588802851,514.058882757,504.77222371,519.804929833,514.102494146,518.10975058,503.364715404,,
Trentino-Alto Adige,,456.000189198,473.354859238,554.292076488,548.905662863,567.09551084,548.667707547,506.480753397,482.045877617,493.10275224,487.699701134,497.267696081,489.538804278,499.268481937,503.28469596,,
Veneto,,432.269579399,440.006006231,454.509636205,472.126376769,474.270608348,478.689985388,478.157191796,463.373074237,467.737410719,481.673072683,500.315448061,493.878445879,497.042155662,484.097037901,,
Friuli-Venezia Giulia,,453.409155964,458.338694206,459.343784884,486.112821175,504.123086104,498.674287193,508.112400224,492.71584145,491.072264613,499.865594473,493.024850468,508.154927397,498.899917122,480.066044223,,
Liguria,,518.915443938,529.028223619,542.356208032,564.254962496,583.613960186,589.581079974,607.409901531,594.982777566,601.302991404,604.313644302,608.08722901,609.947478012,612.796855455,605.559183547,,
Emilia-Romagna,,536.938864093,560.881781647,578.16487978,613.260942963,640.416517257,632.892628321,657.460635683,644.32621652,663.034594419,668.823584716,679.824716279,676.9633275,685.297199917,667.49939429,,
Toscana,,525.516764826,524.126011789,562.806466834,603.192213744,631.665298486,653.213383088,671.208203569,675.418542981,695.667709796,699.144258889,706.074592974,697.873034981,689.247441998,665.317638682,,
Umbria,,453.179525462,501.180418218,527.024029304,514.901172198,520.329819297,549.645748896,563.680208335,561.129499379,558.888316071,644.571280322,663.277890909,643.026669254,616.414943284,592.467348408,,
Marche,,484.355968662,510.674290097,507.880379108,523.055521094,518.295765426,533.18887877,537.523801275,530.5416287,545.044379114,574.599271752,566.656671801,566.574548882,554.338459016,541.334304852,,
Lazio,,481.638936779,513.791606903,528.043151544,542.861564917,551.544251984,582.63825609,580.399459021,565.956689554,600.852821512,619.396893544,621.572563878,607.824358339,597.726419316,589.388338658,,
Abruzzo,,415.053178937,436.942720211,432.548686383,483.016745908,460.607492604,474.478410289,482.359051656,493.669065873,524.530707482,532.97550967,535.045642544,529.361557364,526.054082843,515.199697184,507.985039892,
Molise,,364.814761107,366.501291641,343.390627693,352.23590809,414.379622659,362.734544775,365.064519247,372.804724743,382.195292473,414.784027627,404.058778653,415.997828095,419.866185187,425.466129193,412.971672318,
Campania,,444.370139483,444.688696056,429.174629696,447.840147628,454.877444219,484.310846919,465.584216741,467.005605614,482.278682789,484.651768169,497.428054429,491.784004881,468.550849114,467.30672859,477.942257459,
Puglia,,424.598660686,420.493862502,357.99849912,446.402002932,441.186096698,435.889660302,449.206852228,475.638587582,490.803174732,485.948414466,511.141160591,527.429059286,523.574074746,526.802860014,525.943164857,
Basilicata,,336.158224611,341.96968935,385.990067326,363.191849918,358.750287296,363.443709937,382.949185666,400.395034096,397.135929407,383.82304524,399.732078986,413.849158321,386.255270387,381.461321938,376.356260987,
Calabria,,348.873264162,339.549643794,360.241888569,403.60285525,379.5727364,402.805519388,427.776844249,442.470133599,469.580953717,466.215129595,475.095984552,470.924486471,459.265175719,470.097477899,468.485044741,
Sicilia,,497.707594592,508.295327449,495.428724816,510.721190234,522.221494569,487.41836193,507.312237234,509.253476507,507.969824915,519.982417263,541.747503731,536.542317438,526.526891233,516.189255387,517.195644016,
Sardegna,,431.104897241,443.224560333,454.669808337,463.480005121,483.45954454,503.822525555,509.8311573,519.211091417,533.228388156,529.508353528,519.417698304,519.730771776,507.5198899,500.900130256,492.933900788,
Italia,,456.549805448,467.659276931,471.749446779,498.344125977,508.561133704,516.151373276,522.482230912,521.370116644,535.409076462,540.267950048,551.778467663,548.166464909,542.711974438,533.45133325,,
